method,split,task,regime,mean_success_rate,ci95_success_rate,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
oracle_arbiter,clean_deployment,cable_tip_alignment,camera_extrinsic_drift,0.804422,0.036311,0.733033,0.005290,0.039145,0.003629,0.091092,0.002569,0.019831,0.000864,0.161795,0.002589,0.034269,0.000596,7,84
oracle_arbiter,clean_deployment,cable_tip_alignment,compound_visual_geometry_shift,0.785714,0.024419,0.719885,0.005208,0.050256,0.003577,0.098253,0.000599,0.021286,0.000520,0.166971,0.000589,0.035471,0.000648,7,84
oracle_arbiter,clean_deployment,cable_tip_alignment,depth_scale_error,0.784014,0.027622,0.727490,0.003869,0.039637,0.000912,0.094004,0.000638,0.017615,0.000712,0.163382,0.000573,0.034351,0.000616,7,84
oracle_arbiter,clean_deployment,cable_tip_alignment,jacobian_mismatch,0.799320,0.019341,0.723714,0.001191,0.046437,0.000912,0.094631,0.002636,0.019377,0.000527,0.166179,0.000561,0.036861,0.001926,7,84
oracle_arbiter,clean_deployment,cable_tip_alignment,lighting_shift,0.809524,0.020367,0.730933,0.001152,0.033786,0.000883,0.089998,0.000618,0.015942,0.001984,0.160972,0.002476,0.031868,0.000597,7,84
oracle_arbiter,clean_deployment,cable_tip_alignment,nominal_view,0.799320,0.024646,0.738312,0.001127,0.026210,0.000864,0.084724,0.000604,0.017567,0.002551,0.162659,0.000600,0.028691,0.000584,7,84
oracle_arbiter,clean_deployment,cable_tip_alignment,occlusion_shift,0.780612,0.022690,0.726033,0.001165,0.042903,0.000893,0.093265,0.002647,0.018198,0.000704,0.163676,0.000637,0.036325,0.000603,7,84
oracle_arbiter,clean_deployment,drawer_handle_alignment,camera_extrinsic_drift,0.828231,0.026874,0.732154,0.005249,0.036773,0.000999,0.073700,0.000699,0.014626,0.000660,0.165122,0.000576,0.032077,0.002607,7,84
oracle_arbiter,clean_deployment,drawer_handle_alignment,compound_visual_geometry_shift,0.797619,0.037417,0.723594,0.003787,0.046179,0.002834,0.084230,0.000680,0.019770,0.002714,0.166994,0.002545,0.035546,0.000696,7,84
oracle_arbiter,clean_deployment,drawer_handle_alignment,depth_scale_error,0.772109,0.037218,0.725460,0.001242,0.038117,0.003960,0.076070,0.002528,0.020589,0.000593,0.161916,0.001919,0.035027,0.001927,7,84
oracle_arbiter,clean_deployment,drawer_handle_alignment,jacobian_mismatch,0.806122,0.023174,0.723970,0.001242,0.039771,0.000951,0.078778,0.000665,0.018270,0.002822,0.163383,0.000621,0.034025,0.002418,7,84
oracle_arbiter,clean_deployment,drawer_handle_alignment,lighting_shift,0.831633,0.026667,0.736901,0.001203,0.031404,0.000922,0.072599,0.000645,0.017623,0.002714,0.159735,0.001890,0.028526,0.000623,7,84
oracle_arbiter,clean_deployment,drawer_handle_alignment,nominal_view,0.838435,0.026874,0.737416,0.001178,0.030686,0.000903,0.071028,0.001920,0.014960,0.000899,0.158964,0.000707,0.030031,0.000610,7,84
oracle_arbiter,clean_deployment,drawer_handle_alignment,occlusion_shift,0.826531,0.039394,0.730859,0.004882,0.043095,0.000931,0.081115,0.000652,0.016935,0.000849,0.165061,0.000608,0.034740,0.000629,7,84
oracle_arbiter,clean_deployment,eye_in_hand_peg_insert,camera_extrinsic_drift,0.819728,0.039252,0.735766,0.001293,0.038186,0.003929,0.085560,0.000536,0.019741,0.001190,0.161143,0.000975,0.033473,0.000604,7,84
oracle_arbiter,clean_deployment,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.795918,0.007935,0.718007,0.004761,0.045838,0.001066,0.092564,0.000747,0.018743,0.002499,0.166351,0.002572,0.036889,0.000721,7,84
oracle_arbiter,clean_deployment,eye_in_hand_peg_insert,depth_scale_error,0.797619,0.034157,0.728817,0.004873,0.042769,0.000941,0.085647,0.002407,0.019315,0.001120,0.165474,0.001954,0.035205,0.000636,7,84
oracle_arbiter,clean_deployment,eye_in_hand_peg_insert,jacobian_mismatch,0.799320,0.025166,0.722754,0.001229,0.042709,0.003967,0.085999,0.001967,0.020859,0.000711,0.163834,0.002406,0.035319,0.002691,7,84
oracle_arbiter,clean_deployment,eye_in_hand_peg_insert,lighting_shift,0.804422,0.030490,0.738277,0.001191,0.031140,0.000912,0.079844,0.000638,0.018262,0.002706,0.161686,0.002855,0.028777,0.000616,7,84
oracle_arbiter,clean_deployment,eye_in_hand_peg_insert,nominal_view,0.845238,0.027420,0.740520,0.001165,0.031718,0.000893,0.075759,0.002647,0.015774,0.000693,0.159152,0.000582,0.031167,0.000603,7,84
oracle_arbiter,clean_deployment,eye_in_hand_peg_insert,occlusion_shift,0.804422,0.041944,0.729085,0.005331,0.042183,0.000922,0.087903,0.000645,0.016976,0.001122,0.164242,0.000766,0.034550,0.000623,7,84
oracle_arbiter,clean_deployment,mobile_pick_reapproach,camera_extrinsic_drift,0.858844,0.026176,0.733742,0.001293,0.040098,0.002865,0.071625,0.000619,0.017523,0.000561,0.159740,0.000551,0.032492,0.000637,7,84
oracle_arbiter,clean_deployment,mobile_pick_reapproach,compound_visual_geometry_shift,0.807823,0.023570,0.720556,0.005178,0.046035,0.002837,0.078560,0.000673,0.019234,0.002445,0.167507,0.002404,0.035880,0.000690,7,84
oracle_arbiter,clean_deployment,mobile_pick_reapproach,depth_scale_error,0.845238,0.022771,0.733654,0.004873,0.041251,0.000941,0.073861,0.000659,0.016773,0.000949,0.165130,0.000729,0.034168,0.000636,7,84
oracle_arbiter,clean_deployment,mobile_pick_reapproach,jacobian_mismatch,0.831633,0.028545,0.720730,0.001229,0.044621,0.003642,0.074350,0.002705,0.018869,0.000423,0.165929,0.002661,0.037768,0.000583,7,84
oracle_arbiter,clean_deployment,mobile_pick_reapproach,lighting_shift,0.818027,0.038345,0.736253,0.001191,0.034767,0.003990,0.065977,0.000483,0.018964,0.001028,0.162825,0.002481,0.030110,0.002485,7,84
oracle_arbiter,clean_deployment,mobile_pick_reapproach,nominal_view,0.840136,0.038730,0.738496,0.001165,0.030200,0.000893,0.065117,0.001923,0.014332,0.000847,0.158191,0.000590,0.030131,0.000603,7,84
oracle_arbiter,clean_deployment,mobile_pick_reapproach,occlusion_shift,0.819728,0.024114,0.733921,0.001203,0.040665,0.000922,0.073830,0.000645,0.014989,0.000635,0.163077,0.000548,0.033513,0.000623,7,84
oracle_arbiter,clean_deployment,visual_grasp_centering,camera_extrinsic_drift,0.857143,0.022194,0.731494,0.001293,0.040655,0.000989,0.052699,0.000692,0.016067,0.000737,0.161447,0.002463,0.031553,0.000669,7,84
oracle_arbiter,clean_deployment,visual_grasp_centering,compound_visual_geometry_shift,0.833333,0.028803,0.721124,0.005178,0.045274,0.001066,0.060989,0.000747,0.017460,0.002554,0.165777,0.002652,0.036328,0.000721,7,84
oracle_arbiter,clean_deployment,visual_grasp_centering,depth_scale_error,0.855442,0.028545,0.734220,0.001229,0.038773,0.000941,0.053934,0.000659,0.013947,0.001076,0.163552,0.000788,0.032301,0.000636,7,84
oracle_arbiter,clean_deployment,visual_grasp_centering,jacobian_mismatch,0.818027,0.036260,0.728157,0.004873,0.045573,0.000941,0.059134,0.000659,0.016947,0.000744,0.166876,0.000563,0.035955,0.000636,7,84
oracle_arbiter,clean_deployment,visual_grasp_centering,lighting_shift,0.855442,0.026176,0.731189,0.001191,0.038358,0.000912,0.050338,0.002636,0.015662,0.000718,0.162734,0.000629,0.033529,0.000616,7,84
oracle_arbiter,clean_deployment,visual_grasp_centering,nominal_view,0.896259,0.020184,0.744162,0.004918,0.026402,0.000893,0.045400,0.000625,0.014197,0.002848,0.158704,0.002679,0.027362,0.000603,7,84
oracle_arbiter,clean_deployment,visual_grasp_centering,occlusion_shift,0.857143,0.046667,0.729209,0.001203,0.037659,0.000922,0.053530,0.000645,0.016932,0.003045,0.160875,0.000361,0.031285,0.000623,7,84
oracle_arbiter,combined_stress,cable_tip_alignment,camera_extrinsic_drift,0.751701,0.023570,0.708178,0.003849,0.042902,0.003960,0.113755,0.002803,0.022731,0.000439,0.172267,0.001874,0.047912,0.001927,7,84
oracle_arbiter,combined_stress,cable_tip_alignment,compound_visual_geometry_shift,0.743197,0.028284,0.703815,0.001344,0.055456,0.001027,0.120792,0.001888,0.020466,0.001168,0.176016,0.001818,0.051243,0.002591,7,84
oracle_arbiter,combined_stress,cable_tip_alignment,depth_scale_error,0.768707,0.042861,0.711466,0.001178,0.046587,0.003668,0.113206,0.000505,0.021979,0.001158,0.176752,0.000932,0.045600,0.002460,7,84
oracle_arbiter,combined_stress,cable_tip_alignment,jacobian_mismatch,0.751701,0.011863,0.710176,0.001178,0.044961,0.000903,0.118170,0.000631,0.022929,0.002057,0.176542,0.002675,0.046932,0.000610,7,84
oracle_arbiter,combined_stress,cable_tip_alignment,lighting_shift,0.753401,0.040643,0.719643,0.001139,0.044286,0.002910,0.110566,0.000539,0.021507,0.001282,0.173687,0.000938,0.042111,0.000559,7,84
oracle_arbiter,combined_stress,cable_tip_alignment,nominal_view,0.770408,0.016667,0.721785,0.005403,0.039643,0.000855,0.106222,0.000598,0.020212,0.000406,0.170197,0.000442,0.039793,0.000577,7,84
oracle_arbiter,combined_stress,cable_tip_alignment,occlusion_shift,0.758503,0.051854,0.711488,0.003885,0.045816,0.003681,0.116476,0.000492,0.023316,0.001152,0.177854,0.000854,0.045963,0.000543,7,84
oracle_arbiter,combined_stress,drawer_handle_alignment,camera_extrinsic_drift,0.777211,0.046587,0.711233,0.005259,0.041237,0.000989,0.097531,0.001898,0.018158,0.002984,0.174743,0.000887,0.045972,0.002612,7,84
oracle_arbiter,combined_stress,drawer_handle_alignment,compound_visual_geometry_shift,0.782313,0.040961,0.697736,0.001395,0.055516,0.001066,0.108074,0.002550,0.019319,0.001229,0.176076,0.000915,0.052767,0.000721,7,84
oracle_arbiter,combined_stress,drawer_handle_alignment,depth_scale_error,0.739796,0.023014,0.708795,0.001229,0.040627,0.000941,0.098521,0.000659,0.021110,0.002445,0.172335,0.000515,0.045301,0.002422,7,84
oracle_arbiter,combined_stress,drawer_handle_alignment,jacobian_mismatch,0.775510,0.021858,0.707506,0.001229,0.047577,0.000941,0.103827,0.000659,0.018189,0.001573,0.175028,0.000794,0.046771,0.000636,7,84
oracle_arbiter,combined_stress,drawer_handle_alignment,lighting_shift,0.811224,0.036868,0.715823,0.005341,0.040896,0.000912,0.098839,0.000638,0.016340,0.000770,0.171259,0.000567,0.044709,0.000616,7,84
oracle_arbiter,combined_stress,drawer_handle_alignment,nominal_view,0.819728,0.013878,0.724823,0.001165,0.036251,0.004006,0.091063,0.000470,0.019650,0.000573,0.172426,0.000624,0.040103,0.001944,7,84
oracle_arbiter,combined_stress,drawer_handle_alignment,occlusion_shift,0.804422,0.036667,0.704240,0.001203,0.050146,0.002891,0.102201,0.002671,0.020542,0.000814,0.177261,0.000653,0.049258,0.001976,7,84
oracle_arbiter,combined_stress,eye_in_hand_peg_insert,camera_extrinsic_drift,0.773810,0.024419,0.715540,0.001280,0.045063,0.003616,0.108968,0.000559,0.021469,0.000853,0.171232,0.000815,0.046806,0.000609,7,84
oracle_arbiter,combined_stress,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.761905,0.047219,0.701992,0.001383,0.057588,0.001056,0.112555,0.000740,0.021399,0.001198,0.177284,0.000824,0.051260,0.002575,7,84
oracle_arbiter,combined_stress,eye_in_hand_peg_insert,depth_scale_error,0.795918,0.043631,0.708274,0.001216,0.044263,0.003975,0.105250,0.000496,0.021758,0.000595,0.173820,0.002903,0.047148,0.002696,7,84
oracle_arbiter,combined_stress,eye_in_hand_peg_insert,jacobian_mismatch,0.802721,0.034480,0.706985,0.001216,0.046067,0.000931,0.110351,0.000652,0.019047,0.002621,0.173371,0.000716,0.046249,0.000629,7,84
oracle_arbiter,combined_stress,eye_in_hand_peg_insert,lighting_shift,0.768707,0.024870,0.711034,0.003875,0.041330,0.000903,0.106736,0.000631,0.017792,0.000925,0.171595,0.000700,0.045515,0.000610,7,84
oracle_arbiter,combined_stress,eye_in_hand_peg_insert,nominal_view,0.829932,0.019532,0.724049,0.004926,0.032835,0.002906,0.099670,0.000546,0.019527,0.002089,0.173099,0.000676,0.040568,0.000565,7,84
oracle_arbiter,combined_stress,eye_in_hand_peg_insert,occlusion_shift,0.797619,0.013472,0.705448,0.001191,0.051647,0.000912,0.108565,0.002420,0.020861,0.000772,0.176808,0.000680,0.049648,0.001926,7,84
oracle_arbiter,combined_stress,mobile_pick_reapproach,camera_extrinsic_drift,0.816327,0.039721,0.713741,0.001280,0.046909,0.000979,0.094774,0.000686,0.019168,0.000984,0.173109,0.002875,0.045676,0.000662,7,84
oracle_arbiter,combined_stress,mobile_pick_reapproach,compound_visual_geometry_shift,0.777211,0.022608,0.700192,0.001383,0.056003,0.001056,0.101654,0.002555,0.019534,0.000714,0.176002,0.000685,0.052363,0.001890,7,84
oracle_arbiter,combined_stress,mobile_pick_reapproach,depth_scale_error,0.818027,0.040961,0.706475,0.001216,0.046109,0.003648,0.094487,0.002710,0.020003,0.000952,0.175901,0.002033,0.048306,0.001956,7,84
oracle_arbiter,combined_stress,mobile_pick_reapproach,jacobian_mismatch,0.821429,0.014402,0.705186,0.001216,0.046198,0.002887,0.096088,0.000579,0.020529,0.002065,0.174343,0.002517,0.047379,0.002460,7,84
oracle_arbiter,combined_stress,mobile_pick_reapproach,lighting_shift,0.824830,0.032088,0.716096,0.005351,0.039745,0.000903,0.092405,0.000631,0.016117,0.001765,0.169906,0.000804,0.044330,0.000610,7,84
oracle_arbiter,combined_stress,mobile_pick_reapproach,nominal_view,0.816327,0.020905,0.726823,0.001152,0.036396,0.004013,0.085545,0.000463,0.019615,0.000683,0.172107,0.000726,0.039465,0.000532,7,84
oracle_arbiter,combined_stress,mobile_pick_reapproach,occlusion_shift,0.802721,0.034854,0.703649,0.001191,0.050062,0.000912,0.097665,0.002420,0.019201,0.001198,0.175629,0.000885,0.049607,0.000616,7,84
oracle_arbiter,combined_stress,visual_grasp_centering,camera_extrinsic_drift,0.850340,0.030062,0.711337,0.001280,0.045429,0.000979,0.075368,0.000686,0.016660,0.000479,0.173039,0.002733,0.044400,0.000662,7,84
oracle_arbiter,combined_stress,visual_grasp_centering,compound_visual_geometry_shift,0.835034,0.021257,0.700605,0.001383,0.056635,0.001056,0.082596,0.002352,0.018120,0.001035,0.175958,0.000851,0.051385,0.002369,7,84
oracle_arbiter,combined_stress,visual_grasp_centering,depth_scale_error,0.852041,0.021517,0.711459,0.005320,0.046739,0.000931,0.078858,0.000652,0.016913,0.000692,0.174950,0.000588,0.047327,0.000629,7,84
oracle_arbiter,combined_stress,visual_grasp_centering,jacobian_mismatch,0.845238,0.024944,0.701022,0.001216,0.051973,0.002887,0.079522,0.002665,0.019110,0.000599,0.176925,0.002150,0.051055,0.000598,7,84
oracle_arbiter,combined_stress,visual_grasp_centering,lighting_shift,0.821429,0.019052,0.717737,0.001178,0.039583,0.003668,0.071643,0.000505,0.019848,0.000741,0.173376,0.002366,0.041667,0.000556,7,84
oracle_arbiter,combined_stress,visual_grasp_centering,nominal_view,0.860544,0.027756,0.720900,0.001152,0.037421,0.000883,0.067909,0.002652,0.015389,0.000705,0.169031,0.000606,0.044473,0.000597,7,84
oracle_arbiter,combined_stress,visual_grasp_centering,occlusion_shift,0.829932,0.034427,0.710215,0.004900,0.046734,0.000912,0.079239,0.000638,0.015506,0.001158,0.173251,0.000815,0.047069,0.000616,7,84
oracle_arbiter,heldout_camera,cable_tip_alignment,camera_extrinsic_drift,0.785714,0.043801,0.722544,0.001229,0.036607,0.000941,0.099035,0.000659,0.019091,0.002803,0.165799,0.000586,0.036605,0.001919,7,84
oracle_arbiter,heldout_camera,cable_tip_alignment,compound_visual_geometry_shift,0.782313,0.035538,0.713243,0.001331,0.048887,0.001018,0.110453,0.002370,0.018985,0.002639,0.173889,0.000813,0.045467,0.000688,7,84
oracle_arbiter,heldout_camera,cable_tip_alignment,depth_scale_error,0.736395,0.019341,0.716366,0.001165,0.040053,0.000893,0.104035,0.000625,0.017425,0.000697,0.166214,0.000585,0.039846,0.000603,7,84
oracle_arbiter,heldout_camera,cable_tip_alignment,jacobian_mismatch,0.780612,0.027352,0.715277,0.001165,0.047152,0.000893,0.106017,0.002647,0.018885,0.000880,0.168922,0.000732,0.043705,0.000603,7,84
oracle_arbiter,heldout_camera,cable_tip_alignment,lighting_shift,0.795918,0.034319,0.726991,0.001127,0.037873,0.000864,0.099193,0.002663,0.016600,0.000619,0.165912,0.002500,0.039870,0.000584,7,84
oracle_arbiter,heldout_camera,cable_tip_alignment,nominal_view,0.794218,0.033278,0.737619,0.001101,0.032733,0.000845,0.091068,0.000591,0.016306,0.000848,0.164564,0.002831,0.034927,0.002691,7,84
oracle_arbiter,heldout_camera,cable_tip_alignment,occlusion_shift,0.751701,0.029439,0.720156,0.001139,0.045538,0.000874,0.102578,0.002439,0.019241,0.001024,0.167801,0.000801,0.042193,0.001937,7,84
oracle_arbiter,heldout_camera,drawer_handle_alignment,camera_extrinsic_drift,0.775510,0.037908,0.719593,0.003834,0.037598,0.000979,0.083815,0.000686,0.017173,0.001927,0.168208,0.001013,0.038896,0.002617,7,84
oracle_arbiter,heldout_camera,drawer_handle_alignment,compound_visual_geometry_shift,0.795918,0.020000,0.710306,0.005188,0.049889,0.003564,0.095240,0.000612,0.021172,0.002051,0.173780,0.000698,0.042048,0.000661,7,84
oracle_arbiter,heldout_camera,drawer_handle_alignment,depth_scale_error,0.818027,0.032088,0.725984,0.001216,0.040180,0.000931,0.088204,0.000652,0.015296,0.000969,0.167129,0.000711,0.038118,0.000629,7,84
oracle_arbiter,heldout_camera,drawer_handle_alignment,jacobian_mismatch,0.807823,0.029876,0.715748,0.005320,0.047280,0.000931,0.093616,0.000652,0.017982,0.000876,0.170381,0.000663,0.041976,0.000629,7,84
oracle_arbiter,heldout_camera,drawer_handle_alignment,lighting_shift,0.792517,0.017533,0.726314,0.001178,0.042284,0.000903,0.081816,0.000631,0.019266,0.000810,0.168246,0.000652,0.037636,0.002659,7,84
oracle_arbiter,heldout_camera,drawer_handle_alignment,nominal_view,0.828231,0.032546,0.730077,0.001152,0.031997,0.000883,0.081486,0.001926,0.014743,0.001198,0.161949,0.000862,0.036038,0.000597,7,84
oracle_arbiter,heldout_camera,drawer_handle_alignment,occlusion_shift,0.794218,0.032088,0.722910,0.001191,0.040517,0.000912,0.088826,0.000638,0.018759,0.002473,0.167962,0.002337,0.038093,0.000616,7,84
oracle_arbiter,heldout_camera,eye_in_hand_peg_insert,camera_extrinsic_drift,0.824830,0.038682,0.727147,0.003839,0.042043,0.003622,0.095600,0.001992,0.019918,0.000870,0.165696,0.002039,0.040109,0.000602,7,84
oracle_arbiter,heldout_camera,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.794218,0.032088,0.708661,0.001370,0.049150,0.001047,0.104505,0.000733,0.018731,0.002541,0.171753,0.002652,0.044295,0.000708,7,84
oracle_arbiter,heldout_camera,eye_in_hand_peg_insert,depth_scale_error,0.818027,0.032088,0.726424,0.001203,0.039290,0.000922,0.095075,0.000645,0.017188,0.002326,0.166127,0.000668,0.037975,0.000623,7,84
oracle_arbiter,heldout_camera,eye_in_hand_peg_insert,jacobian_mismatch,0.809524,0.027889,0.716187,0.005331,0.046389,0.000922,0.100488,0.000645,0.017552,0.000899,0.169362,0.000681,0.041834,0.000623,7,84
oracle_arbiter,heldout_camera,eye_in_hand_peg_insert,lighting_shift,0.840136,0.018954,0.729345,0.001165,0.039908,0.003675,0.089923,0.000499,0.019160,0.000704,0.168064,0.000710,0.035335,0.001936,7,84
oracle_arbiter,heldout_camera,eye_in_hand_peg_insert,nominal_view,0.806122,0.020817,0.734836,0.001139,0.034346,0.000874,0.084930,0.001928,0.017039,0.000810,0.163328,0.000656,0.035821,0.002454,7,84
oracle_arbiter,heldout_camera,eye_in_hand_peg_insert,occlusion_shift,0.814626,0.038055,0.722790,0.003875,0.040923,0.000903,0.096613,0.000631,0.018946,0.002750,0.167620,0.002320,0.038835,0.000610,7,84
oracle_arbiter,heldout_camera,mobile_pick_reapproach,camera_extrinsic_drift,0.835034,0.020638,0.727507,0.001267,0.043927,0.000970,0.082696,0.000679,0.018318,0.000861,0.166819,0.002615,0.039064,0.000656,7,84
oracle_arbiter,heldout_camera,mobile_pick_reapproach,compound_visual_geometry_shift,0.801020,0.018156,0.706734,0.001370,0.047604,0.001047,0.090321,0.000733,0.019194,0.002348,0.172909,0.001799,0.043195,0.000708,7,84
oracle_arbiter,heldout_camera,mobile_pick_reapproach,depth_scale_error,0.831633,0.038921,0.724497,0.001203,0.037743,0.000922,0.080891,0.000645,0.017515,0.002171,0.166072,0.001960,0.036875,0.000623,7,84
oracle_arbiter,heldout_camera,mobile_pick_reapproach,jacobian_mismatch,0.802721,0.034102,0.718834,0.004891,0.044843,0.000922,0.086303,0.000645,0.016001,0.000981,0.168368,0.000708,0.040733,0.000623,7,84
oracle_arbiter,heldout_camera,mobile_pick_reapproach,lighting_shift,0.860544,0.027285,0.727418,0.001165,0.041791,0.000893,0.075876,0.000625,0.017310,0.000683,0.166797,0.000553,0.037720,0.002664,7,84
oracle_arbiter,heldout_camera,mobile_pick_reapproach,nominal_view,0.833333,0.019720,0.732909,0.001139,0.032799,0.000874,0.074176,0.002658,0.014944,0.000690,0.161994,0.000608,0.037007,0.000590,7,84
oracle_arbiter,heldout_camera,mobile_pick_reapproach,occlusion_shift,0.819728,0.042426,0.723150,0.001178,0.041091,0.002898,0.082498,0.000559,0.019566,0.002541,0.169937,0.002452,0.037763,0.000578,7,84
oracle_arbiter,heldout_camera,visual_grasp_centering,camera_extrinsic_drift,0.831633,0.034319,0.724640,0.001267,0.042216,0.000970,0.063231,0.000679,0.016364,0.001283,0.169291,0.001930,0.037681,0.000656,7,84
oracle_arbiter,heldout_camera,visual_grasp_centering,compound_visual_geometry_shift,0.863946,0.030912,0.706683,0.001370,0.048004,0.001047,0.072348,0.000733,0.017529,0.002693,0.171553,0.002509,0.043254,0.000708,7,84
oracle_arbiter,heldout_camera,visual_grasp_centering,depth_scale_error,0.838435,0.014272,0.719870,0.001203,0.043288,0.003655,0.061980,0.001929,0.018437,0.000623,0.169849,0.001792,0.039301,0.002697,7,84
oracle_arbiter,heldout_camera,visual_grasp_centering,jacobian_mismatch,0.835034,0.021257,0.718780,0.001203,0.041812,0.000922,0.065905,0.000645,0.018039,0.002294,0.167316,0.002102,0.038449,0.000623,7,84
oracle_arbiter,heldout_camera,visual_grasp_centering,lighting_shift,0.874150,0.030062,0.721735,0.001165,0.037968,0.000893,0.062923,0.000625,0.013720,0.001120,0.164262,0.000800,0.038325,0.000603,7,84
oracle_arbiter,heldout_camera,visual_grasp_centering,nominal_view,0.880952,0.030123,0.728809,0.003890,0.028448,0.000874,0.056276,0.000611,0.015805,0.002228,0.165626,0.001987,0.033822,0.000590,7,84
oracle_arbiter,heldout_camera,visual_grasp_centering,occlusion_shift,0.835034,0.033939,0.717819,0.001178,0.047823,0.000903,0.064425,0.002425,0.017796,0.000955,0.169847,0.000731,0.042143,0.001929,7,84
oracle_arbiter,heldout_object,cable_tip_alignment,camera_extrinsic_drift,0.801020,0.023727,0.731667,0.001229,0.039364,0.000941,0.097102,0.000659,0.016967,0.000625,0.166239,0.000550,0.035425,0.000636,7,84
oracle_arbiter,heldout_object,cable_tip_alignment,compound_visual_geometry_shift,0.809524,0.025459,0.715505,0.005228,0.051644,0.001018,0.102803,0.000713,0.018681,0.001097,0.167349,0.002000,0.039713,0.002387,7,84
oracle_arbiter,heldout_object,cable_tip_alignment,depth_scale_error,0.797619,0.043504,0.725489,0.001165,0.042810,0.000893,0.096385,0.002430,0.018728,0.001333,0.166195,0.000942,0.038667,0.001932,7,84
oracle_arbiter,heldout_object,cable_tip_alignment,jacobian_mismatch,0.756803,0.023805,0.724399,0.001165,0.046479,0.003675,0.099373,0.000499,0.021688,0.000807,0.169753,0.000758,0.036754,0.001936,7,84
oracle_arbiter,heldout_object,cable_tip_alignment,lighting_shift,0.790816,0.020905,0.733827,0.003896,0.040630,0.000864,0.092687,0.000604,0.019275,0.001004,0.164269,0.000747,0.031830,0.000584,7,84
oracle_arbiter,heldout_object,cable_tip_alignment,nominal_view,0.812925,0.034427,0.733020,0.003906,0.035490,0.000845,0.089135,0.000591,0.018687,0.000999,0.161540,0.000700,0.030317,0.000570,7,84
oracle_arbiter,heldout_object,cable_tip_alignment,occlusion_shift,0.780612,0.025386,0.726991,0.003890,0.044865,0.003688,0.098221,0.000486,0.021081,0.000516,0.168105,0.000582,0.035242,0.000537,7,84
oracle_arbiter,heldout_object,drawer_handle_alignment,camera_extrinsic_drift,0.809524,0.026943,0.726325,0.001280,0.040386,0.000979,0.082001,0.000686,0.016969,0.000830,0.167371,0.001999,0.034354,0.000662,7,84
oracle_arbiter,heldout_object,drawer_handle_alignment,compound_visual_geometry_shift,0.782313,0.037663,0.712465,0.001383,0.049246,0.001056,0.092145,0.001881,0.017055,0.001250,0.167702,0.001782,0.042025,0.000715,7,84
oracle_arbiter,heldout_object,drawer_handle_alignment,depth_scale_error,0.773810,0.037417,0.723569,0.004882,0.042968,0.000931,0.085246,0.001913,0.018897,0.001119,0.168218,0.000819,0.038150,0.000629,7,84
oracle_arbiter,heldout_object,drawer_handle_alignment,jacobian_mismatch,0.801020,0.022027,0.717906,0.001216,0.044922,0.003975,0.084736,0.001945,0.020238,0.000472,0.168809,0.002443,0.039639,0.002476,7,84
oracle_arbiter,heldout_object,drawer_handle_alignment,lighting_shift,0.823129,0.025676,0.735333,0.001178,0.033066,0.000903,0.079521,0.000631,0.018270,0.002837,0.164013,0.002634,0.032902,0.000610,7,84
oracle_arbiter,heldout_object,drawer_handle_alignment,nominal_view,0.831633,0.036158,0.739096,0.001152,0.034784,0.000883,0.072812,0.000618,0.017163,0.001008,0.162561,0.000708,0.031497,0.002669,7,84
oracle_arbiter,heldout_object,drawer_handle_alignment,occlusion_shift,0.826531,0.021517,0.720495,0.004900,0.043305,0.000912,0.087012,0.000638,0.016301,0.001007,0.165998,0.000758,0.038125,0.000616,7,84
oracle_arbiter,heldout_object,eye_in_hand_peg_insert,camera_extrinsic_drift,0.806122,0.023174,0.722479,0.001267,0.036245,0.000970,0.086542,0.000679,0.017591,0.002912,0.165368,0.000550,0.035407,0.002622,7,84
oracle_arbiter,heldout_object,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.799320,0.025166,0.717714,0.001370,0.051928,0.001047,0.095791,0.001884,0.018828,0.000988,0.167756,0.000797,0.040875,0.002581,7,84
oracle_arbiter,heldout_object,eye_in_hand_peg_insert,depth_scale_error,0.811224,0.029876,0.721756,0.003864,0.042067,0.000922,0.093221,0.000645,0.017797,0.000837,0.166823,0.000638,0.037984,0.000623,7,84
oracle_arbiter,heldout_object,eye_in_hand_peg_insert,jacobian_mismatch,0.823129,0.012910,0.718380,0.001203,0.047451,0.002891,0.092848,0.002439,0.019689,0.000619,0.169854,0.000660,0.039529,0.002464,7,84
oracle_arbiter,heldout_object,eye_in_hand_peg_insert,lighting_shift,0.809524,0.028803,0.729251,0.005362,0.034109,0.000893,0.087727,0.000625,0.017345,0.002988,0.164424,0.002849,0.034064,0.000603,7,84
oracle_arbiter,heldout_object,eye_in_hand_peg_insert,nominal_view,0.814626,0.024343,0.739316,0.004935,0.031978,0.004021,0.081727,0.000456,0.019215,0.000769,0.163871,0.000736,0.030030,0.000526,7,84
