method,split,regime,task,seed,episodes,success_rate,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,0,84,0.523810,0.496576,0.206966,0.166054,0.074978,0.258301,0.094682
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,1,84,0.440476,0.497560,0.207716,0.166580,0.077218,0.259639,0.095190
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,2,84,0.452381,0.498544,0.208466,0.167106,0.077553,0.260024,0.095698
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,3,84,0.571429,0.499528,0.209216,0.167632,0.075746,0.259337,0.096206
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,4,84,0.464286,0.500512,0.209966,0.168158,0.070458,0.260913,0.096714
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,5,84,0.500000,0.501496,0.210716,0.168684,0.070318,0.261059,0.097222
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,drawer_handle_alignment,6,84,0.523810,0.502480,0.211466,0.161206,0.070095,0.261325,0.097730
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,0,84,0.428571,0.502727,0.207558,0.182265,0.077468,0.257695,0.096635
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,1,84,0.535714,0.503679,0.208284,0.182774,0.075881,0.257112,0.097127
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,2,84,0.559524,0.504631,0.209010,0.183283,0.075960,0.257362,0.097618
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,3,84,0.440476,0.505583,0.209736,0.175788,0.078575,0.259040,0.098110
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,4,84,0.404762,0.506535,0.210462,0.176297,0.071841,0.259885,0.098601
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,5,84,0.488095,0.491479,0.211188,0.176806,0.070729,0.259540,0.099093
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,cable_tip_alignment,6,84,0.452381,0.492431,0.211914,0.177315,0.071999,0.260385,0.091581
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,0,84,0.464286,0.502968,0.210339,0.162861,0.070576,0.260740,0.097436
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,1,84,0.595238,0.503944,0.211083,0.155379,0.068206,0.259930,0.097940
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,2,84,0.488095,0.504920,0.211827,0.155901,0.070918,0.261501,0.098443
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,3,84,0.595238,0.505896,0.212571,0.156423,0.069344,0.260930,0.098947
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,4,84,0.500000,0.506872,0.213315,0.156944,0.071818,0.254378,0.091447
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,5,84,0.547619,0.507848,0.214059,0.157466,0.071434,0.254402,0.091951
uncertainty_gated_foundation,combined_stress,compound_visual_geometry_shift,mobile_pick_reapproach,6,84,0.500000,0.492816,0.214803,0.157988,0.072956,0.255378,0.092455
cbf_safety_shield,clean_deployment,nominal_view,eye_in_hand_peg_insert,0,84,0.678571,0.553552,0.128024,0.129905,0.055938,0.256946,0.069428
cbf_safety_shield,clean_deployment,nominal_view,eye_in_hand_peg_insert,1,84,0.738095,0.554304,0.128600,0.122304,0.054868,0.256739,0.069818
cbf_safety_shield,clean_deployment,nominal_view,eye_in_hand_peg_insert,2,84,0.654762,0.555056,0.129176,0.122707,0.056975,0.257960,0.070207
cbf_safety_shield,clean_deployment,nominal_view,eye_in_hand_peg_insert,3,84,0.678571,0.555808,0.129752,0.123110,0.056940,0.258110,0.070596
cbf_safety_shield,clean_deployment,nominal_view,eye_in_hand_peg_insert,4,84,0.690476,0.556560,0.130328,0.123513,0.057142,0.258379,0.070985
cbf_safety_shield,clean_deployment,nominal_view,eye_in_hand_peg_insert,5,84,0.714286,0.557312,0.118898,0.123436,0.056247,0.258529,0.063178
cbf_safety_shield,clean_deployment,nominal_view,eye_in_hand_peg_insert,6,84,0.678571,0.558064,0.119474,0.123839,0.057401,0.251270,0.063568
cbf_safety_shield,clean_deployment,nominal_view,visual_grasp_centering,0,84,0.690476,0.562824,0.123500,0.095532,0.050993,0.253987,0.066164
cbf_safety_shield,clean_deployment,nominal_view,visual_grasp_centering,1,84,0.702381,0.563576,0.124076,0.095935,0.051195,0.254256,0.066553
cbf_safety_shield,clean_deployment,nominal_view,visual_grasp_centering,2,84,0.666667,0.564328,0.124652,0.096338,0.052350,0.255001,0.066942
cbf_safety_shield,clean_deployment,nominal_view,visual_grasp_centering,3,84,0.714286,0.565080,0.125228,0.096741,0.051838,0.254913,0.067332
cbf_safety_shield,clean_deployment,nominal_view,visual_grasp_centering,4,84,0.750000,0.565832,0.125804,0.097144,0.051564,0.254944,0.067721
cbf_safety_shield,clean_deployment,nominal_view,visual_grasp_centering,5,84,0.607143,0.550576,0.126380,0.097547,0.054862,0.256761,0.068110
cbf_safety_shield,clean_deployment,nominal_view,visual_grasp_centering,6,84,0.738095,0.551328,0.126956,0.097950,0.052683,0.255839,0.068499
cbf_safety_shield,clean_deployment,nominal_view,drawer_handle_alignment,0,84,0.547619,0.553016,0.128918,0.123105,0.058944,0.259284,0.069607
cbf_safety_shield,clean_deployment,nominal_view,drawer_handle_alignment,1,84,0.559524,0.553776,0.129500,0.115508,0.058831,0.259557,0.070000
cbf_safety_shield,clean_deployment,nominal_view,drawer_handle_alignment,2,84,0.654762,0.554536,0.130082,0.115915,0.057371,0.258996,0.070393
cbf_safety_shield,clean_deployment,nominal_view,drawer_handle_alignment,3,84,0.619048,0.555296,0.118658,0.115842,0.057671,0.259746,0.070595
cbf_safety_shield,clean_deployment,nominal_view,drawer_handle_alignment,4,84,0.738095,0.556056,0.119240,0.116250,0.055735,0.250943,0.062984
cbf_safety_shield,clean_deployment,nominal_view,drawer_handle_alignment,5,84,0.630952,0.556816,0.119822,0.116657,0.058323,0.252406,0.063377
cbf_safety_shield,clean_deployment,nominal_view,drawer_handle_alignment,6,84,0.654762,0.557576,0.120404,0.117064,0.058292,0.252560,0.063770
cbf_safety_shield,clean_deployment,nominal_view,cable_tip_alignment,0,84,0.678571,0.559720,0.128798,0.130732,0.056542,0.256178,0.063237
cbf_safety_shield,clean_deployment,nominal_view,cable_tip_alignment,1,84,0.738095,0.560448,0.129356,0.131122,0.055778,0.255959,0.063614
cbf_safety_shield,clean_deployment,nominal_view,cable_tip_alignment,2,84,0.654762,0.561176,0.129914,0.131513,0.057871,0.257168,0.063991
cbf_safety_shield,clean_deployment,nominal_view,cable_tip_alignment,3,84,0.654762,0.561904,0.130472,0.131903,0.058298,0.257544,0.064368
cbf_safety_shield,clean_deployment,nominal_view,cable_tip_alignment,4,84,0.690476,0.562632,0.119024,0.131813,0.057151,0.257563,0.064552
cbf_safety_shield,clean_deployment,nominal_view,cable_tip_alignment,5,84,0.690476,0.563360,0.119582,0.132203,0.057577,0.257939,0.064929
cbf_safety_shield,clean_deployment,nominal_view,cable_tip_alignment,6,84,0.630952,0.564088,0.120140,0.132594,0.059194,0.258910,0.065306
cbf_safety_shield,clean_deployment,nominal_view,mobile_pick_reapproach,0,84,0.702381,0.551528,0.126506,0.115832,0.053781,0.255696,0.068392
cbf_safety_shield,clean_deployment,nominal_view,mobile_pick_reapproach,1,84,0.630952,0.552280,0.127082,0.116235,0.055650,0.256798,0.068781
cbf_safety_shield,clean_deployment,nominal_view,mobile_pick_reapproach,2,84,0.678571,0.553032,0.127658,0.116638,0.055138,0.256710,0.069171
cbf_safety_shield,clean_deployment,nominal_view,mobile_pick_reapproach,3,84,0.785714,0.553784,0.128234,0.117041,0.053436,0.256027,0.069560
cbf_safety_shield,clean_deployment,nominal_view,mobile_pick_reapproach,4,84,0.761905,0.554536,0.128810,0.109440,0.054032,0.256653,0.069949
cbf_safety_shield,clean_deployment,nominal_view,mobile_pick_reapproach,5,84,0.714286,0.555288,0.129386,0.109843,0.055425,0.257517,0.070338
cbf_safety_shield,clean_deployment,nominal_view,mobile_pick_reapproach,6,84,0.642857,0.556040,0.129962,0.110246,0.057294,0.258619,0.070727
cbf_safety_shield,clean_deployment,lighting_shift,eye_in_hand_peg_insert,0,84,0.654762,0.556133,0.134946,0.132128,0.055232,0.258292,0.069570
cbf_safety_shield,clean_deployment,lighting_shift,eye_in_hand_peg_insert,1,84,0.690476,0.556901,0.135534,0.132540,0.054967,0.258331,0.069968
cbf_safety_shield,clean_deployment,lighting_shift,eye_in_hand_peg_insert,2,84,0.619048,0.557669,0.136122,0.132951,0.056846,0.259442,0.070365
cbf_safety_shield,clean_deployment,lighting_shift,eye_in_hand_peg_insert,3,84,0.773810,0.558437,0.136710,0.133363,0.054200,0.258290,0.070763
cbf_safety_shield,clean_deployment,lighting_shift,eye_in_hand_peg_insert,4,84,0.678571,0.559205,0.137298,0.133774,0.056554,0.259638,0.071160
cbf_safety_shield,clean_deployment,lighting_shift,eye_in_hand_peg_insert,5,84,0.666667,0.543965,0.137886,0.134186,0.057242,0.260153,0.071557
cbf_safety_shield,clean_deployment,lighting_shift,eye_in_hand_peg_insert,6,84,0.642857,0.544733,0.138474,0.134597,0.058168,0.260787,0.071955
cbf_safety_shield,clean_deployment,lighting_shift,visual_grasp_centering,0,84,0.690476,0.550101,0.130950,0.098128,0.058218,0.255447,0.066666
cbf_safety_shield,clean_deployment,lighting_shift,visual_grasp_centering,1,84,0.726190,0.550869,0.131538,0.098540,0.049949,0.255486,0.067064
cbf_safety_shield,clean_deployment,lighting_shift,visual_grasp_centering,2,84,0.714286,0.551637,0.132126,0.098951,0.050637,0.256001,0.067461
cbf_safety_shield,clean_deployment,lighting_shift,visual_grasp_centering,3,84,0.607143,0.552405,0.132714,0.099363,0.053230,0.257469,0.067859
cbf_safety_shield,clean_deployment,lighting_shift,visual_grasp_centering,4,84,0.642857,0.553173,0.133302,0.099774,0.052965,0.257507,0.068256
cbf_safety_shield,clean_deployment,lighting_shift,visual_grasp_centering,5,84,0.750000,0.553941,0.133890,0.100186,0.051272,0.256832,0.068653
cbf_safety_shield,clean_deployment,lighting_shift,visual_grasp_centering,6,84,0.654762,0.554709,0.134478,0.100598,0.053626,0.258180,0.069051
cbf_safety_shield,clean_deployment,lighting_shift,drawer_handle_alignment,0,84,0.607143,0.557325,0.137136,0.126244,0.057562,0.260661,0.070633
cbf_safety_shield,clean_deployment,lighting_shift,drawer_handle_alignment,1,84,0.642857,0.558101,0.137730,0.126660,0.057302,0.260703,0.071035
cbf_safety_shield,clean_deployment,lighting_shift,drawer_handle_alignment,2,84,0.750000,0.558877,0.138324,0.127075,0.055614,0.260032,0.071436
cbf_safety_shield,clean_deployment,lighting_shift,drawer_handle_alignment,3,84,0.642857,0.543645,0.138918,0.127491,0.058211,0.261503,0.071838
cbf_safety_shield,clean_deployment,lighting_shift,drawer_handle_alignment,4,84,0.702381,0.544421,0.139512,0.127907,0.057475,0.253304,0.072239
cbf_safety_shield,clean_deployment,lighting_shift,drawer_handle_alignment,5,84,0.595238,0.545197,0.140106,0.120319,0.059751,0.254776,0.072641
cbf_safety_shield,clean_deployment,lighting_shift,drawer_handle_alignment,6,84,0.654762,0.545973,0.128694,0.120254,0.058156,0.254580,0.072850
cbf_safety_shield,clean_deployment,lighting_shift,cable_tip_alignment,0,84,0.630952,0.557165,0.131868,0.138237,0.053685,0.255194,0.068753
cbf_safety_shield,clean_deployment,lighting_shift,cable_tip_alignment,1,84,0.678571,0.557909,0.132438,0.138636,0.053169,0.255102,0.069138
cbf_safety_shield,clean_deployment,lighting_shift,cable_tip_alignment,2,84,0.595238,0.558653,0.133008,0.139035,0.055271,0.256320,0.069523
cbf_safety_shield,clean_deployment,lighting_shift,cable_tip_alignment,3,84,0.642857,0.543389,0.133578,0.139434,0.054755,0.256227,0.069908
cbf_safety_shield,clean_deployment,lighting_shift,cable_tip_alignment,4,84,0.595238,0.544133,0.134148,0.139832,0.056143,0.257088,0.070294
cbf_safety_shield,clean_deployment,lighting_shift,cable_tip_alignment,5,84,0.654762,0.544877,0.134718,0.140231,0.055388,0.256876,0.070679
cbf_safety_shield,clean_deployment,lighting_shift,cable_tip_alignment,6,84,0.619048,0.545621,0.135288,0.140630,0.056538,0.257618,0.071064
cbf_safety_shield,clean_deployment,lighting_shift,mobile_pick_reapproach,0,84,0.571429,0.554109,0.133428,0.118056,0.055218,0.258114,0.068534
cbf_safety_shield,clean_deployment,lighting_shift,mobile_pick_reapproach,1,84,0.642857,0.554877,0.134016,0.118467,0.054239,0.257795,0.068931
cbf_safety_shield,clean_deployment,lighting_shift,mobile_pick_reapproach,2,84,0.607143,0.555645,0.134604,0.118879,0.055403,0.258549,0.069329
cbf_safety_shield,clean_deployment,lighting_shift,mobile_pick_reapproach,3,84,0.619048,0.556413,0.135192,0.119290,0.055614,0.258826,0.069726
cbf_safety_shield,clean_deployment,lighting_shift,mobile_pick_reapproach,4,84,0.630952,0.557181,0.135780,0.119702,0.055826,0.259102,0.070124
cbf_safety_shield,clean_deployment,lighting_shift,mobile_pick_reapproach,5,84,0.607143,0.557949,0.136368,0.120113,0.056751,0.259737,0.070521
cbf_safety_shield,clean_deployment,lighting_shift,mobile_pick_reapproach,6,84,0.559524,0.558717,0.136956,0.120525,0.058153,0.260609,0.070918
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,0,84,0.595238,0.541526,0.139791,0.131708,0.057477,0.255880,0.068183
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,1,84,0.619048,0.542358,0.140427,0.132154,0.057487,0.256070,0.068613
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,2,84,0.559524,0.543190,0.141063,0.132599,0.059164,0.257093,0.069043
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,3,84,0.702381,0.544022,0.141699,0.133045,0.056793,0.256092,0.069474
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,4,84,0.619048,0.544854,0.142335,0.133490,0.058946,0.257354,0.069904
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,5,84,0.535714,0.545686,0.142971,0.133936,0.061099,0.258615,0.070334
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,eye_in_hand_peg_insert,6,84,0.619048,0.546518,0.143607,0.134381,0.059919,0.258210,0.070764
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,0,84,0.666667,0.554318,0.137907,0.099201,0.053360,0.262089,0.074725
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,1,84,0.642857,0.555150,0.138543,0.099647,0.054323,0.254751,0.067151
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,2,84,0.583333,0.555982,0.139179,0.100092,0.056000,0.255775,0.067581
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,3,84,0.773810,0.540806,0.139815,0.100537,0.052676,0.254298,0.068011
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,4,84,0.797619,0.541638,0.140451,0.100983,0.052687,0.254488,0.068442
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,5,84,0.630952,0.542470,0.141087,0.101428,0.056506,0.256582,0.068872
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,visual_grasp_centering,6,84,0.619048,0.543302,0.141723,0.101874,0.057231,0.257130,0.069302
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,0,84,0.619048,0.549630,0.135159,0.129007,0.053480,0.260990,0.072593
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,1,84,0.559524,0.550470,0.135801,0.129457,0.055162,0.262017,0.073027
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,2,84,0.702381,0.551310,0.136443,0.129907,0.052796,0.261020,0.073461
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,3,84,0.595238,0.552150,0.137085,0.122352,0.055109,0.262524,0.073896
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,4,84,0.547619,0.552990,0.137727,0.122802,0.056553,0.263432,0.074330
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,5,84,0.642857,0.553830,0.138369,0.123252,0.055139,0.254907,0.074764
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,drawer_handle_alignment,6,84,0.619048,0.554670,0.139011,0.123701,0.056106,0.255578,0.067195
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,0,84,0.583333,0.554030,0.133311,0.143417,0.061414,0.258399,0.073047
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,1,84,0.595238,0.554838,0.133929,0.143850,0.061648,0.258696,0.073465
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,2,84,0.690476,0.555646,0.134547,0.136279,0.059896,0.258159,0.073883
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,3,84,0.619048,0.556454,0.135165,0.136711,0.053793,0.259290,0.074301
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,4,84,0.607143,0.541254,0.135783,0.137144,0.054504,0.259825,0.074719
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,5,84,0.678571,0.542062,0.136401,0.137577,0.053548,0.259526,0.067133
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,cable_tip_alignment,6,84,0.571429,0.542870,0.137019,0.138010,0.056163,0.261014,0.067551
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,0,84,0.630952,0.555510,0.138273,0.117636,0.055082,0.262514,0.067147
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,1,84,0.571429,0.556342,0.138909,0.118081,0.056758,0.255534,0.067577
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,2,84,0.678571,0.541166,0.139545,0.118527,0.055102,0.254890,0.068007
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,3,84,0.630952,0.541998,0.140181,0.118972,0.056541,0.255794,0.068437
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,4,84,0.666667,0.542830,0.140817,0.119417,0.056313,0.255865,0.068867
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,5,84,0.547619,0.543662,0.141453,0.119863,0.059180,0.257484,0.069298
cbf_safety_shield,clean_deployment,camera_extrinsic_drift,mobile_pick_reapproach,6,84,0.678571,0.544494,0.142089,0.120308,0.057047,0.256602,0.069728
cbf_safety_shield,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,0,84,0.654762,0.549372,0.142828,0.135700,0.057147,0.262218,0.071570
cbf_safety_shield,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,1,84,0.583333,0.550164,0.143434,0.136124,0.059039,0.263341,0.071979
cbf_safety_shield,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,2,84,0.678571,0.550956,0.144040,0.136548,0.057597,0.254792,0.072389
cbf_safety_shield,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,3,84,0.714286,0.551748,0.144646,0.136973,0.057346,0.254843,0.072799
cbf_safety_shield,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,4,84,0.702381,0.552540,0.145252,0.137397,0.058048,0.255370,0.073208
cbf_safety_shield,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,5,84,0.642857,0.553332,0.145858,0.137821,0.059702,0.256373,0.073618
cbf_safety_shield,clean_deployment,depth_scale_error,eye_in_hand_peg_insert,6,84,0.523810,0.554124,0.134458,0.137765,0.061686,0.257972,0.073836
cbf_safety_shield,clean_deployment,depth_scale_error,visual_grasp_centering,0,84,0.619048,0.544396,0.139624,0.102260,0.054163,0.260616,0.069206
cbf_safety_shield,clean_deployment,depth_scale_error,visual_grasp_centering,1,84,0.678571,0.545188,0.140230,0.102684,0.053436,0.260428,0.069616
cbf_safety_shield,clean_deployment,depth_scale_error,visual_grasp_centering,2,84,0.595238,0.545980,0.140836,0.103108,0.055566,0.261670,0.070026
cbf_safety_shield,clean_deployment,depth_scale_error,visual_grasp_centering,3,84,0.607143,0.546772,0.141442,0.103532,0.055791,0.261959,0.070435
cbf_safety_shield,clean_deployment,depth_scale_error,visual_grasp_centering,4,84,0.595238,0.547564,0.142048,0.103957,0.056493,0.262486,0.070845
cbf_safety_shield,clean_deployment,depth_scale_error,visual_grasp_centering,5,84,0.630952,0.548356,0.142654,0.104381,0.056242,0.262536,0.071255
cbf_safety_shield,clean_deployment,depth_scale_error,visual_grasp_centering,6,84,0.678571,0.549148,0.143260,0.104805,0.055753,0.262468,0.071665
cbf_safety_shield,clean_deployment,depth_scale_error,drawer_handle_alignment,0,84,0.642857,0.553156,0.134956,0.130709,0.059390,0.257521,0.073768
cbf_safety_shield,clean_deployment,depth_scale_error,drawer_handle_alignment,1,84,0.559524,0.553956,0.135568,0.131138,0.061525,0.258767,0.074181
cbf_safety_shield,clean_deployment,depth_scale_error,drawer_handle_alignment,2,84,0.595238,0.554756,0.136180,0.123562,0.060958,0.258822,0.074595
cbf_safety_shield,clean_deployment,depth_scale_error,drawer_handle_alignment,3,84,0.642857,0.539548,0.136792,0.123990,0.060474,0.258757,0.075009
cbf_safety_shield,clean_deployment,depth_scale_error,drawer_handle_alignment,4,84,0.690476,0.540348,0.137404,0.124419,0.051985,0.258693,0.075423
cbf_safety_shield,clean_deployment,depth_scale_error,drawer_handle_alignment,5,84,0.583333,0.541148,0.138016,0.124847,0.054596,0.260177,0.067833
cbf_safety_shield,clean_deployment,depth_scale_error,drawer_handle_alignment,6,84,0.583333,0.541948,0.138628,0.125276,0.055064,0.260589,0.068246
cbf_safety_shield,clean_deployment,depth_scale_error,cable_tip_alignment,0,84,0.511905,0.542700,0.145978,0.138206,0.062425,0.256459,0.075004
cbf_safety_shield,clean_deployment,depth_scale_error,cable_tip_alignment,1,84,0.630952,0.543468,0.134560,0.138137,0.059634,0.255664,0.075209
cbf_safety_shield,clean_deployment,depth_scale_error,cable_tip_alignment,2,84,0.595238,0.544236,0.135148,0.138549,0.060798,0.256418,0.075607
cbf_safety_shield,clean_deployment,depth_scale_error,cable_tip_alignment,3,84,0.619048,0.545004,0.135736,0.138960,0.060771,0.256576,0.068000
cbf_safety_shield,clean_deployment,depth_scale_error,cable_tip_alignment,4,84,0.666667,0.545772,0.136324,0.139372,0.060268,0.256495,0.068398
cbf_safety_shield,clean_deployment,depth_scale_error,cable_tip_alignment,5,84,0.595238,0.546540,0.136912,0.139783,0.062146,0.257606,0.068795
cbf_safety_shield,clean_deployment,depth_scale_error,cable_tip_alignment,6,84,0.619048,0.547308,0.137500,0.140195,0.054116,0.257764,0.069192
cbf_safety_shield,clean_deployment,depth_scale_error,mobile_pick_reapproach,0,84,0.702381,0.547348,0.141310,0.121627,0.054513,0.260730,0.070533
cbf_safety_shield,clean_deployment,depth_scale_error,mobile_pick_reapproach,1,84,0.642857,0.548140,0.141916,0.122051,0.056167,0.261733,0.070943
cbf_safety_shield,clean_deployment,depth_scale_error,mobile_pick_reapproach,2,84,0.678571,0.548932,0.142522,0.122476,0.055916,0.261784,0.071353
cbf_safety_shield,clean_deployment,depth_scale_error,mobile_pick_reapproach,3,84,0.630952,0.549724,0.143128,0.122900,0.057332,0.262668,0.071762
cbf_safety_shield,clean_deployment,depth_scale_error,mobile_pick_reapproach,4,84,0.607143,0.550516,0.143734,0.123324,0.058271,0.263315,0.072172
cbf_safety_shield,clean_deployment,depth_scale_error,mobile_pick_reapproach,5,84,0.607143,0.551308,0.144340,0.123748,0.058735,0.255719,0.072582
cbf_safety_shield,clean_deployment,depth_scale_error,mobile_pick_reapproach,6,84,0.654762,0.552100,0.144946,0.124173,0.058246,0.255650,0.072992
cbf_safety_shield,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,0,84,0.607143,0.540673,0.140241,0.133393,0.061382,0.258191,0.068687
cbf_safety_shield,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,1,84,0.726190,0.541449,0.140835,0.133809,0.059455,0.257400,0.069088
cbf_safety_shield,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,2,84,0.583333,0.542225,0.141429,0.134225,0.054762,0.259229,0.069490
cbf_safety_shield,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,3,84,0.571429,0.543001,0.142023,0.134641,0.055455,0.259748,0.069891
cbf_safety_shield,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,4,84,0.619048,0.543777,0.142617,0.135056,0.054956,0.259672,0.070293
cbf_safety_shield,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,5,84,0.666667,0.544553,0.143211,0.135472,0.054458,0.259595,0.070694
cbf_safety_shield,clean_deployment,occlusion_shift,eye_in_hand_peg_insert,6,84,0.547619,0.545329,0.143805,0.135888,0.057293,0.261186,0.071096
cbf_safety_shield,clean_deployment,occlusion_shift,visual_grasp_centering,0,84,0.654762,0.551001,0.148515,0.108064,0.057507,0.263406,0.074159
cbf_safety_shield,clean_deployment,occlusion_shift,visual_grasp_centering,1,84,0.678571,0.551777,0.149109,0.108480,0.057485,0.255564,0.074561
cbf_safety_shield,clean_deployment,occlusion_shift,visual_grasp_centering,2,84,0.619048,0.536545,0.149703,0.108896,0.059130,0.256560,0.074962
cbf_safety_shield,clean_deployment,occlusion_shift,visual_grasp_centering,3,84,0.619048,0.537321,0.150297,0.101307,0.059264,0.256960,0.075364
cbf_safety_shield,clean_deployment,occlusion_shift,visual_grasp_centering,4,84,0.750000,0.538097,0.138885,0.101243,0.056240,0.256050,0.075573
cbf_safety_shield,clean_deployment,occlusion_shift,visual_grasp_centering,5,84,0.666667,0.538873,0.139479,0.101659,0.058361,0.257283,0.075974
cbf_safety_shield,clean_deployment,occlusion_shift,visual_grasp_centering,6,84,0.773810,0.539649,0.140073,0.102075,0.056672,0.256612,0.076376
cbf_safety_shield,clean_deployment,occlusion_shift,drawer_handle_alignment,0,84,0.559524,0.542729,0.143079,0.127967,0.056204,0.260991,0.070192
cbf_safety_shield,clean_deployment,occlusion_shift,drawer_handle_alignment,1,84,0.619048,0.543513,0.143679,0.128387,0.055472,0.260800,0.070598
cbf_safety_shield,clean_deployment,occlusion_shift,drawer_handle_alignment,2,84,0.630952,0.544297,0.144279,0.128807,0.055693,0.261084,0.071003
cbf_safety_shield,clean_deployment,occlusion_shift,drawer_handle_alignment,3,84,0.619048,0.545081,0.144879,0.129227,0.056390,0.261608,0.071409
cbf_safety_shield,clean_deployment,occlusion_shift,drawer_handle_alignment,4,84,0.678571,0.545865,0.145479,0.129647,0.055658,0.261416,0.071814
cbf_safety_shield,clean_deployment,occlusion_shift,drawer_handle_alignment,5,84,0.595238,0.546649,0.146079,0.130067,0.057783,0.262654,0.072220
cbf_safety_shield,clean_deployment,occlusion_shift,drawer_handle_alignment,6,84,0.654762,0.547433,0.146679,0.130487,0.057052,0.262462,0.072626
