method,stress_level,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,n
model_predictive_servoing,0.000000,7,0.691748,0.006845,0.734038,0.008580,0.651604,0.001603,0.086761,0.001342,0.086428,0.003795,0.032366,0.000639,0.294903,0.000751,0.047584,0.000797,0.060350,0.000607,0.096486,0.001661,0.087997,0.001396,50
model_predictive_servoing,0.000000,8,0.691582,0.007155,0.733348,0.008828,0.650867,0.001553,0.087224,0.001270,0.086171,0.003746,0.032666,0.000670,0.294545,0.000723,0.047143,0.000684,0.060767,0.000516,0.097041,0.001724,0.088257,0.001453,50
model_predictive_servoing,0.000000,9,0.691837,0.007088,0.734342,0.009107,0.650389,0.001611,0.085955,0.001282,0.086407,0.003834,0.032561,0.000762,0.294652,0.000735,0.047195,0.000634,0.060627,0.000568,0.096274,0.001775,0.087648,0.001512,50
model_predictive_servoing,0.180000,0,0.669082,0.007080,0.693487,0.009054,0.638791,0.001793,0.097817,0.001379,0.095164,0.003960,0.034213,0.000776,0.298606,0.000703,0.051319,0.000714,0.065422,0.000633,0.108235,0.001757,0.096969,0.001496,50
model_predictive_servoing,0.180000,1,0.669950,0.007204,0.694264,0.009205,0.638497,0.002069,0.097291,0.001434,0.095331,0.003883,0.034446,0.000836,0.299437,0.000721,0.051621,0.000776,0.064961,0.000628,0.108334,0.001804,0.096943,0.001520,50
model_predictive_servoing,0.180000,2,0.670180,0.006833,0.695117,0.008509,0.639712,0.001577,0.097260,0.001387,0.094809,0.003752,0.034511,0.000720,0.299018,0.000773,0.051583,0.000835,0.065283,0.000700,0.108317,0.001639,0.096844,0.001419,50
model_predictive_servoing,0.180000,3,0.668100,0.007444,0.692682,0.009476,0.638985,0.001862,0.097230,0.001363,0.095700,0.003833,0.034300,0.000769,0.298940,0.000716,0.051668,0.000799,0.065048,0.000715,0.108285,0.001759,0.096918,0.001484,50
model_predictive_servoing,0.180000,4,0.670674,0.007252,0.695267,0.009328,0.638870,0.001599,0.097547,0.001584,0.095617,0.003877,0.033976,0.000669,0.298842,0.000829,0.051401,0.000655,0.064884,0.000739,0.108362,0.001804,0.096816,0.001586,50
model_predictive_servoing,0.180000,5,0.670250,0.006699,0.694438,0.008663,0.639075,0.001708,0.097396,0.001498,0.095501,0.003734,0.034834,0.000869,0.299155,0.000667,0.051905,0.000635,0.064705,0.000726,0.108718,0.001887,0.097307,0.001628,50
model_predictive_servoing,0.180000,6,0.672213,0.007218,0.696159,0.009171,0.638290,0.001832,0.097960,0.001259,0.094885,0.003875,0.034481,0.000718,0.299311,0.000799,0.051370,0.000793,0.064892,0.000720,0.108311,0.001650,0.097141,0.001449,50
model_predictive_servoing,0.180000,7,0.668793,0.007102,0.693044,0.009089,0.639256,0.001769,0.097743,0.001527,0.095246,0.003818,0.034317,0.000684,0.299163,0.000760,0.052245,0.000817,0.064681,0.000664,0.108676,0.001805,0.097179,0.001519,50
model_predictive_servoing,0.180000,8,0.668627,0.007322,0.692354,0.009203,0.638519,0.001713,0.098205,0.001434,0.094990,0.003767,0.034616,0.000736,0.298804,0.000743,0.051804,0.000700,0.065098,0.000571,0.109232,0.001853,0.097439,0.001566,50
model_predictive_servoing,0.180000,9,0.668881,0.007338,0.693348,0.009602,0.638041,0.001768,0.096936,0.001472,0.095226,0.003857,0.034511,0.000855,0.298911,0.000751,0.051856,0.000651,0.064958,0.000618,0.108465,0.001934,0.096830,0.001651,50
model_predictive_servoing,0.320000,0,0.650588,0.007334,0.660954,0.009527,0.629186,0.001943,0.106359,0.001521,0.102023,0.003978,0.035742,0.000849,0.301928,0.000712,0.054944,0.000721,0.068790,0.000694,0.117723,0.001875,0.104117,0.001604,50
model_predictive_servoing,0.320000,1,0.651455,0.007425,0.661732,0.009653,0.628892,0.002199,0.105833,0.001589,0.102191,0.003900,0.035974,0.000914,0.302759,0.000737,0.055246,0.000790,0.068330,0.000679,0.117822,0.001942,0.104091,0.001644,50
model_predictive_servoing,0.320000,2,0.651685,0.007027,0.662584,0.008941,0.630108,0.001718,0.105801,0.001565,0.101668,0.003767,0.036039,0.000804,0.302340,0.000783,0.055209,0.000854,0.068651,0.000758,0.117805,0.001781,0.103992,0.001554,50
model_predictive_servoing,0.320000,3,0.649606,0.007647,0.660149,0.009888,0.629380,0.001987,0.105771,0.001521,0.102559,0.003851,0.035828,0.000841,0.302262,0.000734,0.055293,0.000815,0.068416,0.000773,0.117773,0.001890,0.104066,0.001600,50
model_predictive_servoing,0.320000,4,0.652179,0.007511,0.662734,0.009818,0.629266,0.001744,0.106089,0.001754,0.102476,0.003897,0.035505,0.000738,0.302164,0.000843,0.055026,0.000664,0.068253,0.000797,0.117850,0.001932,0.103964,0.001704,50
model_predictive_servoing,0.320000,5,0.651756,0.006875,0.661906,0.009069,0.629471,0.001850,0.105938,0.001661,0.102360,0.003752,0.036363,0.000950,0.302477,0.000677,0.055530,0.000644,0.068074,0.000784,0.118207,0.002025,0.104455,0.001748,50
model_predictive_servoing,0.320000,6,0.653718,0.007437,0.663626,0.009602,0.628686,0.001970,0.106502,0.001411,0.101744,0.003896,0.036009,0.000768,0.302633,0.000814,0.054995,0.000810,0.068260,0.000779,0.117799,0.001771,0.104289,0.001552,50
model_predictive_servoing,0.320000,7,0.650299,0.007366,0.660512,0.009586,0.629651,0.001913,0.106284,0.001689,0.102106,0.003837,0.035845,0.000736,0.302485,0.000769,0.055870,0.000833,0.068049,0.000717,0.118164,0.001934,0.104327,0.001632,50
model_predictive_servoing,0.320000,8,0.650133,0.007510,0.659822,0.009596,0.628914,0.001853,0.106747,0.001583,0.101849,0.003784,0.036145,0.000802,0.302126,0.000759,0.055429,0.000713,0.068466,0.000623,0.118720,0.001971,0.104587,0.001671,50
model_predictive_servoing,0.320000,9,0.650387,0.007597,0.660816,0.010085,0.628436,0.001907,0.105478,0.001637,0.102085,0.003877,0.036040,0.000937,0.302233,0.000765,0.055481,0.000666,0.068326,0.000667,0.117953,0.002072,0.103978,0.001774,50
model_predictive_servoing,0.460000,0,0.631533,0.007652,0.627855,0.010091,0.619582,0.002103,0.114900,0.001679,0.108882,0.003998,0.037280,0.000930,0.305258,0.000723,0.058569,0.000729,0.072158,0.000760,0.127217,0.002006,0.111271,0.001724,50
model_predictive_servoing,0.460000,1,0.632401,0.007711,0.628632,0.010193,0.619288,0.002339,0.114374,0.001757,0.109050,0.003919,0.037513,0.000999,0.306089,0.000754,0.058871,0.000806,0.071698,0.000736,0.127316,0.002091,0.111245,0.001778,50
model_predictive_servoing,0.460000,2,0.632631,0.007284,0.629485,0.009471,0.620503,0.001872,0.114343,0.001752,0.108527,0.003783,0.037578,0.000895,0.305670,0.000794,0.058834,0.000873,0.072019,0.000820,0.127299,0.001934,0.111146,0.001697,50
model_predictive_servoing,0.460000,3,0.630551,0.007912,0.627050,0.010393,0.619776,0.002126,0.114313,0.001691,0.109418,0.003869,0.037367,0.000922,0.305592,0.000753,0.058918,0.000831,0.071784,0.000835,0.127267,0.002032,0.111220,0.001729,50
model_predictive_servoing,0.460000,4,0.633124,0.007832,0.629635,0.010396,0.619661,0.001901,0.114630,0.001933,0.109335,0.003918,0.037043,0.000818,0.305494,0.000858,0.058651,0.000674,0.071621,0.000860,0.127344,0.002072,0.111118,0.001832,50
model_predictive_servoing,0.460000,5,0.632701,0.007117,0.628806,0.009574,0.619866,0.002003,0.114479,0.001834,0.109219,0.003771,0.037901,0.001038,0.305806,0.000689,0.059155,0.000653,0.071442,0.000846,0.127700,0.002172,0.111609,0.001878,50
model_predictive_servoing,0.460000,6,0.634664,0.007718,0.630527,0.010126,0.619081,0.002119,0.115043,0.001578,0.108603,0.003917,0.037548,0.000831,0.305963,0.000830,0.058620,0.000827,0.071629,0.000842,0.127293,0.001905,0.111443,0.001669,50
model_predictive_servoing,0.460000,7,0.631244,0.007695,0.627412,0.010173,0.620047,0.002068,0.114826,0.001861,0.108965,0.003857,0.037384,0.000801,0.305815,0.000780,0.059495,0.000851,0.071418,0.000776,0.127658,0.002075,0.111480,0.001757,50
model_predictive_servoing,0.460000,8,0.631078,0.007758,0.626722,0.010082,0.619310,0.002005,0.115288,0.001746,0.108708,0.003803,0.037684,0.000878,0.305456,0.000778,0.059054,0.000728,0.071835,0.000682,0.128214,0.002101,0.111740,0.001789,50
model_predictive_servoing,0.460000,9,0.631332,0.007918,0.627716,0.010656,0.618832,0.002057,0.114019,0.001812,0.108944,0.003897,0.037579,0.001024,0.305563,0.000780,0.059106,0.000682,0.071695,0.000722,0.127447,0.002220,0.111132,0.001906,50
model_predictive_servoing,0.600000,0,0.611918,0.008039,0.594188,0.010748,0.609977,0.002270,0.123442,0.001849,0.115741,0.004018,0.038829,0.001017,0.308596,0.000736,0.062194,0.000739,0.075527,0.000830,0.136717,0.002149,0.118431,0.001856,50
model_predictive_servoing,0.600000,1,0.612785,0.008066,0.594965,0.010828,0.609683,0.002489,0.122916,0.001934,0.115909,0.003939,0.039062,0.001090,0.309427,0.000773,0.062496,0.000822,0.075067,0.000798,0.136816,0.002247,0.118404,0.001921,50
model_predictive_servoing,0.600000,2,0.613015,0.007614,0.595818,0.010100,0.610899,0.002034,0.122884,0.001944,0.115386,0.003800,0.039127,0.000991,0.309007,0.000807,0.062459,0.000894,0.075388,0.000886,0.136799,0.002096,0.118305,0.001849,50
model_predictive_servoing,0.600000,3,0.610936,0.008247,0.593383,0.010993,0.610171,0.002274,0.122854,0.001870,0.116277,0.003889,0.038916,0.001010,0.308929,0.000774,0.062544,0.000848,0.075153,0.000901,0.136767,0.002185,0.118380,0.001866,50
model_predictive_servoing,0.600000,4,0.613509,0.008223,0.595968,0.011065,0.610057,0.002065,0.123171,0.002119,0.116194,0.003940,0.038592,0.000905,0.308832,0.000875,0.062276,0.000686,0.074989,0.000926,0.136844,0.002221,0.118278,0.001970,50
model_predictive_servoing,0.600000,5,0.613086,0.007434,0.595139,0.010179,0.610262,0.002165,0.123020,0.002016,0.116078,0.003791,0.039450,0.001132,0.309144,0.000702,0.062780,0.000664,0.074810,0.000912,0.137200,0.002328,0.118768,0.002017,50
model_predictive_servoing,0.600000,6,0.615048,0.008070,0.596860,0.010745,0.609477,0.002277,0.123584,0.001756,0.115462,0.003939,0.039097,0.000904,0.309300,0.000847,0.062245,0.000846,0.074997,0.000909,0.136793,0.002051,0.118602,0.001798,50
model_predictive_servoing,0.600000,7,0.611629,0.008094,0.593745,0.010851,0.610442,0.002230,0.123367,0.002041,0.115824,0.003878,0.038933,0.000877,0.309152,0.000792,0.063121,0.000869,0.074786,0.000839,0.137158,0.002225,0.118640,0.001892,50
model_predictive_servoing,0.600000,8,0.611463,0.008073,0.593055,0.010664,0.609705,0.002165,0.123830,0.001919,0.115567,0.003822,0.039232,0.000962,0.308794,0.000797,0.062680,0.000744,0.075203,0.000746,0.137714,0.002243,0.118900,0.001918,50
model_predictive_servoing,0.600000,9,0.611717,0.008309,0.594049,0.011316,0.609227,0.002216,0.122561,0.001995,0.115803,0.003918,0.039127,0.001118,0.308901,0.000797,0.062731,0.000700,0.075063,0.000783,0.136947,0.002375,0.118291,0.002047,50
model_predictive_servoing,0.740000,0,0.591743,0.008501,0.559954,0.011496,0.600373,0.002443,0.131983,0.002026,0.122600,0.004039,0.040388,0.001111,0.311941,0.000750,0.065820,0.000750,0.078895,0.000902,0.146222,0.002300,0.125596,0.001996,50
model_predictive_servoing,0.740000,1,0.592610,0.008497,0.560731,0.011557,0.600079,0.002645,0.131457,0.002118,0.122768,0.003959,0.040621,0.001186,0.312772,0.000793,0.066122,0.000840,0.078435,0.000864,0.146322,0.002411,0.125570,0.002071,50
model_predictive_servoing,0.740000,2,0.592840,0.008021,0.561584,0.010825,0.601294,0.002204,0.131426,0.002141,0.122245,0.003818,0.040685,0.001092,0.312353,0.000821,0.066084,0.000914,0.078756,0.000955,0.146304,0.002264,0.125471,0.002006,50
model_predictive_servoing,0.740000,3,0.590761,0.008656,0.559149,0.011688,0.600567,0.002430,0.131396,0.002056,0.123137,0.003909,0.040474,0.001103,0.312275,0.000796,0.066169,0.000866,0.078521,0.000970,0.146273,0.002345,0.125545,0.002012,50
model_predictive_servoing,0.740000,4,0.593334,0.008686,0.561734,0.011824,0.600453,0.002237,0.131713,0.002309,0.123053,0.003962,0.040151,0.000999,0.312177,0.000893,0.065901,0.000699,0.078358,0.000995,0.146350,0.002379,0.125443,0.002115,50
model_predictive_servoing,0.740000,5,0.592910,0.007832,0.560905,0.010883,0.600657,0.002333,0.131562,0.002203,0.122937,0.003812,0.041009,0.001229,0.312490,0.000717,0.066405,0.000677,0.078179,0.000981,0.146706,0.002491,0.125934,0.002163,50
model_predictive_servoing,0.740000,6,0.594873,0.008498,0.562626,0.011459,0.599872,0.002442,0.132126,0.001941,0.122321,0.003962,0.040656,0.000985,0.312646,0.000866,0.065870,0.000865,0.078365,0.000978,0.146299,0.002206,0.125768,0.001935,50
model_predictive_servoing,0.740000,7,0.591453,0.008567,0.559511,0.011619,0.600838,0.002400,0.131909,0.002228,0.122683,0.003899,0.040492,0.000961,0.312498,0.000807,0.066746,0.000888,0.078154,0.000906,0.146664,0.002383,0.125806,0.002035,50
model_predictive_servoing,0.740000,8,0.591287,0.008463,0.558821,0.011342,0.600101,0.002333,0.132371,0.002100,0.122426,0.003842,0.040791,0.001053,0.312139,0.000818,0.066305,0.000760,0.078572,0.000814,0.147219,0.002393,0.126066,0.002055,50
model_predictive_servoing,0.740000,9,0.591542,0.008774,0.559815,0.012066,0.599623,0.002382,0.131102,0.002184,0.122662,0.003940,0.040686,0.001215,0.312246,0.000815,0.066356,0.000718,0.078432,0.000848,0.146452,0.002538,0.125457,0.002194,50
oracle_visual_servo_foundation_arbiter,0.000000,0,0.931038,0.007184,1.165161,0.008438,0.828280,0.001453,0.004866,0.000762,0.037295,0.003769,0.000431,0.000243,0.147048,0.000672,0.004556,0.000658,0.045374,0.000819,0.049859,0.001513,0.011610,0.001007,50
oracle_visual_servo_foundation_arbiter,0.000000,1,0.932817,0.007122,1.167268,0.008391,0.829266,0.001654,0.004651,0.000891,0.036987,0.003734,0.000430,0.000247,0.146986,0.000645,0.005669,0.000815,0.045348,0.000737,0.049853,0.001606,0.011639,0.001138,50
oracle_visual_servo_foundation_arbiter,0.000000,2,0.933611,0.007468,1.168354,0.008649,0.828920,0.001650,0.004474,0.000983,0.036173,0.003618,0.000379,0.000222,0.147175,0.000714,0.005448,0.000662,0.045184,0.000893,0.049703,0.001314,0.011306,0.001011,50
oracle_visual_servo_foundation_arbiter,0.000000,3,0.929107,0.007463,1.163189,0.008644,0.828755,0.001483,0.005074,0.000970,0.036806,0.003761,0.000471,0.000274,0.146916,0.000762,0.005377,0.000737,0.045265,0.000864,0.049855,0.001518,0.011774,0.001125,50
oracle_visual_servo_foundation_arbiter,0.000000,4,0.931569,0.007946,1.165720,0.009273,0.828636,0.001507,0.004638,0.000960,0.037471,0.003926,0.000559,0.000254,0.147055,0.000728,0.005134,0.000760,0.045448,0.000749,0.050132,0.001474,0.011719,0.001105,50
oracle_visual_servo_foundation_arbiter,0.000000,5,0.934641,0.007024,1.168693,0.008245,0.829033,0.001641,0.005486,0.000970,0.036840,0.003838,0.000373,0.000239,0.146734,0.000601,0.004903,0.000822,0.045433,0.000804,0.050223,0.001529,0.011837,0.001100,50
oracle_visual_servo_foundation_arbiter,0.000000,6,0.931073,0.007675,1.165437,0.008956,0.828267,0.001636,0.004820,0.000781,0.036932,0.003701,0.000274,0.000210,0.146738,0.000735,0.004697,0.000728,0.045364,0.000852,0.049857,0.001407,0.011443,0.001053,50
oracle_visual_servo_foundation_arbiter,0.000000,7,0.931970,0.007213,1.166860,0.008640,0.828830,0.001598,0.004211,0.000797,0.036658,0.003953,0.000366,0.000222,0.147101,0.000821,0.004929,0.000737,0.045635,0.000755,0.049701,0.001562,0.011186,0.001147,50
oracle_visual_servo_foundation_arbiter,0.000000,8,0.930304,0.007473,1.164548,0.008599,0.828532,0.001458,0.004825,0.000932,0.037192,0.003774,0.000339,0.000222,0.147161,0.000729,0.004779,0.000728,0.045280,0.000722,0.049889,0.001379,0.011555,0.001066,50
oracle_visual_servo_foundation_arbiter,0.000000,9,0.932562,0.007479,1.166584,0.008773,0.827908,0.001529,0.004594,0.000870,0.037264,0.004049,0.000410,0.000250,0.146961,0.000671,0.005442,0.000747,0.045371,0.000724,0.050079,0.001424,0.011621,0.001086,50
oracle_visual_servo_foundation_arbiter,0.180000,0,0.921351,0.007408,1.141975,0.008777,0.815932,0.001609,0.010670,0.000891,0.045917,0.003791,0.001019,0.000426,0.151121,0.000690,0.009124,0.000672,0.051595,0.000892,0.061319,0.001651,0.017457,0.001113,50
oracle_visual_servo_foundation_arbiter,0.180000,1,0.923114,0.007320,1.144081,0.008727,0.816918,0.001815,0.010416,0.001044,0.045607,0.003759,0.001049,0.000430,0.151060,0.000665,0.010230,0.000831,0.051569,0.000813,0.061310,0.001749,0.017483,0.001262,50
oracle_visual_servo_foundation_arbiter,0.180000,2,0.924210,0.007830,1.145559,0.009151,0.816572,0.001800,0.010145,0.001174,0.044790,0.003643,0.000963,0.000410,0.151245,0.000722,0.010013,0.000672,0.051405,0.000949,0.061094,0.001496,0.017084,0.001163,50
oracle_visual_servo_foundation_arbiter,0.180000,3,0.919660,0.007765,1.140311,0.009122,0.816407,0.001642,0.010772,0.001186,0.045424,0.003784,0.001087,0.000469,0.150986,0.000774,0.009943,0.000751,0.051486,0.000941,0.061278,0.001719,0.017584,0.001291,50
oracle_visual_servo_foundation_arbiter,0.180000,4,0.922276,0.008328,1.142955,0.009854,0.816287,0.001656,0.010335,0.001182,0.046089,0.003949,0.001258,0.000462,0.151123,0.000747,0.009700,0.000774,0.051669,0.000819,0.061602,0.001672,0.017576,0.001283,50
oracle_visual_servo_foundation_arbiter,0.180000,5,0.924948,0.007253,1.145661,0.008641,0.816685,0.001782,0.011079,0.001259,0.045454,0.003860,0.000964,0.000422,0.150808,0.000613,0.009467,0.000837,0.051654,0.000866,0.061580,0.001749,0.017581,0.001280,50
oracle_visual_servo_foundation_arbiter,0.180000,6,0.921350,0.007856,1.142280,0.009283,0.815919,0.001775,0.010567,0.000940,0.045552,0.003721,0.000823,0.000378,0.150812,0.000752,0.009264,0.000744,0.051585,0.000911,0.061266,0.001557,0.017238,0.001172,50
oracle_visual_servo_foundation_arbiter,0.180000,7,0.922411,0.007507,1.143916,0.009112,0.816482,0.001765,0.009895,0.000998,0.045276,0.003974,0.000912,0.000422,0.151173,0.000831,0.009494,0.000749,0.051856,0.000819,0.061077,0.001746,0.016949,0.001298,50
oracle_visual_servo_foundation_arbiter,0.180000,8,0.920747,0.007777,1.141555,0.009098,0.816183,0.001601,0.010533,0.001143,0.045810,0.003796,0.000950,0.000410,0.151233,0.000735,0.009345,0.000736,0.051501,0.000788,0.061315,0.001581,0.017367,0.001231,50
oracle_visual_servo_foundation_arbiter,0.180000,9,0.923424,0.007929,1.144088,0.009354,0.815559,0.001711,0.010312,0.001078,0.045883,0.004072,0.000858,0.000443,0.151027,0.000684,0.010008,0.000752,0.051592,0.000794,0.061414,0.001604,0.017343,0.001228,50
oracle_visual_servo_foundation_arbiter,0.320000,0,0.913382,0.007478,1.123321,0.008952,0.806327,0.001748,0.015209,0.001009,0.052624,0.003809,0.001799,0.000555,0.154296,0.000705,0.012677,0.000684,0.056434,0.000956,0.070431,0.001777,0.022203,0.001217,50
oracle_visual_servo_foundation_arbiter,0.320000,1,0.915102,0.007343,1.125437,0.008885,0.807313,0.001956,0.014955,0.001163,0.052314,0.003778,0.001726,0.000574,0.154235,0.000681,0.013783,0.000842,0.056407,0.000880,0.070362,0.001885,0.022169,0.001380,50
oracle_visual_servo_foundation_arbiter,0.320000,2,0.916272,0.007925,1.127003,0.009389,0.806967,0.001934,0.014684,0.001295,0.051497,0.003664,0.001613,0.000560,0.154419,0.000730,0.013566,0.000681,0.056244,0.001001,0.070131,0.001652,0.021755,0.001298,50
oracle_visual_servo_foundation_arbiter,0.320000,3,0.911717,0.007838,1.121771,0.009338,0.806802,0.001783,0.015311,0.001323,0.052131,0.003802,0.001695,0.000623,0.154161,0.000784,0.013496,0.000763,0.056325,0.001008,0.070290,0.001878,0.022230,0.001422,50
oracle_visual_servo_foundation_arbiter,0.320000,4,0.914331,0.008405,1.124345,0.010061,0.806683,0.001789,0.014874,0.001324,0.052796,0.003967,0.001995,0.000614,0.154297,0.000761,0.013253,0.000785,0.056508,0.000881,0.070689,0.001821,0.022297,0.001410,50
oracle_visual_servo_foundation_arbiter,0.320000,5,0.916938,0.007309,1.127002,0.008845,0.807080,0.001909,0.015618,0.001407,0.052161,0.003878,0.001672,0.000566,0.153983,0.000622,0.013020,0.000850,0.056493,0.000923,0.070650,0.001912,0.022285,0.001415,50
oracle_visual_servo_foundation_arbiter,0.320000,6,0.913350,0.007906,1.123668,0.009461,0.806314,0.001901,0.015106,0.001057,0.052259,0.003737,0.001461,0.000526,0.153987,0.000766,0.012817,0.000757,0.056423,0.000966,0.070296,0.001694,0.021902,0.001284,50
oracle_visual_servo_foundation_arbiter,0.320000,7,0.914399,0.007566,1.125277,0.009329,0.806877,0.001910,0.014434,0.001126,0.051983,0.003991,0.001579,0.000568,0.154348,0.000840,0.013048,0.000759,0.056694,0.000878,0.070123,0.001893,0.021629,0.001423,50
oracle_visual_servo_foundation_arbiter,0.320000,8,0.912828,0.007876,1.123010,0.009359,0.806579,0.001732,0.015072,0.001280,0.052517,0.003814,0.001615,0.000562,0.154407,0.000742,0.012898,0.000743,0.056339,0.000848,0.070360,0.001738,0.022046,0.001359,50
oracle_visual_servo_foundation_arbiter,0.320000,9,0.915495,0.008013,1.125608,0.009577,0.805955,0.001867,0.014851,0.001218,0.052590,0.004091,0.001377,0.000595,0.154201,0.000696,0.013562,0.000758,0.056431,0.000857,0.070375,0.001759,0.021938,0.001357,50
oracle_visual_servo_foundation_arbiter,0.460000,0,0.905223,0.007537,1.104414,0.009147,0.796723,0.001899,0.019748,0.001145,0.059331,0.003827,0.002696,0.000685,0.157473,0.000719,0.016230,0.000698,0.061272,0.001025,0.079611,0.001927,0.027017,0.001344,50
oracle_visual_servo_foundation_arbiter,0.460000,1,0.906942,0.007378,1.106576,0.009075,0.797709,0.002108,0.019494,0.001299,0.059021,0.003798,0.002534,0.000711,0.157412,0.000698,0.017336,0.000853,0.061246,0.000951,0.079491,0.002041,0.026932,0.001515,50
oracle_visual_servo_foundation_arbiter,0.460000,2,0.908113,0.007986,1.108152,0.009613,0.797363,0.002079,0.019223,0.001430,0.058204,0.003685,0.002401,0.000705,0.157596,0.000739,0.017119,0.000691,0.061082,0.001059,0.079247,0.001823,0.026506,0.001446,50
oracle_visual_servo_foundation_arbiter,0.460000,3,0.903557,0.007878,1.102935,0.009535,0.797198,0.001935,0.019850,0.001472,0.058838,0.003821,0.002454,0.000763,0.157338,0.000796,0.017049,0.000777,0.061164,0.001079,0.079390,0.002046,0.026965,0.001561,50
oracle_visual_servo_foundation_arbiter,0.460000,4,0.906171,0.008463,1.105456,0.010265,0.797078,0.001936,0.019413,0.001476,0.059503,0.003987,0.002858,0.000756,0.157475,0.000776,0.016806,0.000797,0.061347,0.000949,0.079850,0.001988,0.027092,0.001551,50
oracle_visual_servo_foundation_arbiter,0.460000,5,0.908778,0.007375,1.108146,0.009080,0.797476,0.002049,0.020157,0.001564,0.058868,0.003897,0.002470,0.000719,0.157161,0.000633,0.016574,0.000864,0.061332,0.000985,0.079773,0.002087,0.027043,0.001562,50
oracle_visual_servo_foundation_arbiter,0.460000,6,0.905191,0.007962,1.104808,0.009667,0.796710,0.002041,0.019646,0.001191,0.058966,0.003754,0.002266,0.000665,0.157164,0.000781,0.016370,0.000772,0.061262,0.001026,0.079422,0.001850,0.026663,0.001414,50
oracle_visual_servo_foundation_arbiter,0.460000,7,0.906239,0.007636,1.106401,0.009570,0.797273,0.002065,0.018973,0.001268,0.058690,0.004009,0.002416,0.000705,0.157525,0.000850,0.016601,0.000771,0.061533,0.000943,0.079269,0.002041,0.026408,0.001549,50
oracle_visual_servo_foundation_arbiter,0.460000,8,0.904669,0.007943,1.104147,0.009596,0.796974,0.001877,0.019611,0.001428,0.059224,0.003833,0.002429,0.000707,0.157584,0.000750,0.016451,0.000751,0.061178,0.000914,0.079492,0.001909,0.026812,0.001499,50
oracle_visual_servo_foundation_arbiter,0.460000,9,0.907336,0.008061,1.106778,0.009770,0.796350,0.002031,0.019390,0.001369,0.059297,0.004111,0.002126,0.000732,0.157378,0.000709,0.017115,0.000765,0.061269,0.000926,0.079469,0.001921,0.026666,0.001491,50
oracle_visual_servo_foundation_arbiter,0.600000,0,0.896916,0.007608,1.085322,0.009372,0.787118,0.002059,0.024287,0.001295,0.066038,0.003847,0.003664,0.000812,0.160653,0.000735,0.019783,0.000712,0.066111,0.001098,0.088832,0.002084,0.031873,0.001478,50
oracle_visual_servo_foundation_arbiter,0.600000,1,0.898635,0.007424,1.087497,0.009284,0.788104,0.002268,0.024033,0.001447,0.065728,0.003819,0.003477,0.000831,0.160592,0.000715,0.020889,0.000866,0.066085,0.001027,0.088698,0.002196,0.031773,0.001645,50
oracle_visual_servo_foundation_arbiter,0.600000,2,0.899806,0.008058,1.089104,0.009862,0.787758,0.002234,0.023762,0.001576,0.064911,0.003707,0.003286,0.000844,0.160775,0.000749,0.020673,0.000703,0.065921,0.001122,0.088420,0.002002,0.031313,0.001599,50
oracle_visual_servo_foundation_arbiter,0.600000,3,0.895250,0.007929,1.083858,0.009761,0.787593,0.002097,0.024389,0.001628,0.065545,0.003841,0.003395,0.000880,0.160517,0.000808,0.020602,0.000791,0.066002,0.001154,0.088595,0.002220,0.031804,0.001705,50
oracle_visual_servo_foundation_arbiter,0.600000,4,0.897864,0.008532,1.086388,0.010506,0.787474,0.002092,0.023952,0.001636,0.066210,0.004007,0.003781,0.000897,0.160654,0.000792,0.020359,0.000811,0.066185,0.001021,0.089045,0.002164,0.031921,0.001700,50
oracle_visual_servo_foundation_arbiter,0.600000,5,0.900471,0.007454,1.089109,0.009351,0.787871,0.002199,0.024696,0.001727,0.065575,0.003917,0.003334,0.000872,0.160340,0.000645,0.020127,0.000879,0.066170,0.001053,0.088934,0.002271,0.031837,0.001719,50
oracle_visual_servo_foundation_arbiter,0.600000,6,0.896884,0.008028,1.085708,0.009895,0.787105,0.002190,0.024185,0.001338,0.065673,0.003772,0.003251,0.000778,0.160344,0.000797,0.019923,0.000787,0.066101,0.001092,0.088654,0.002009,0.031529,0.001542,50
oracle_visual_servo_foundation_arbiter,0.600000,7,0.897932,0.007719,1.087338,0.009840,0.787668,0.002229,0.023512,0.001421,0.065396,0.004028,0.003328,0.000842,0.160705,0.000861,0.020154,0.000783,0.066372,0.001012,0.088457,0.002199,0.031231,0.001683,50
oracle_visual_servo_foundation_arbiter,0.600000,8,0.896362,0.008023,1.085076,0.009856,0.787370,0.002032,0.024150,0.001585,0.065931,0.003853,0.003356,0.000840,0.160763,0.000759,0.020004,0.000760,0.066017,0.000984,0.088689,0.002085,0.031644,0.001642,50
oracle_visual_servo_foundation_arbiter,0.600000,9,0.899028,0.008120,1.087727,0.009997,0.786746,0.002202,0.023929,0.001528,0.066004,0.004131,0.003015,0.000863,0.160557,0.000722,0.020668,0.000773,0.066108,0.000999,0.088645,0.002094,0.031476,0.001636,50
