cell_id,ablation,note,task,regime,split,seed,success_rate,utility,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error,abstention_rate,predicted_risk,realized_risk
4147,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,heldout_camera,6,0.771385,0.852510,0.696691,0.069606,0.096626,0.020096,0.271588,0.032962,0.075125,0.104327,0.072257
4148,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,heldout_camera,7,0.742819,0.823158,0.701269,0.070416,0.099049,0.020186,0.271858,0.036627,0.076538,0.106501,0.073891
4149,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,heldout_camera,8,0.746913,0.822445,0.698947,0.073451,0.102132,0.022298,0.266789,0.039667,0.078110,0.107980,0.077798
4150,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,heldout_camera,9,0.772097,0.854333,0.702481,0.067081,0.101442,0.021204,0.269366,0.038464,0.073890,0.104782,0.073738
4151,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,0,0.716386,0.782890,0.694795,0.077985,0.108767,0.023753,0.274107,0.039982,0.079887,0.117921,0.082335
4152,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,1,0.737616,0.803529,0.694519,0.084730,0.103616,0.019359,0.272939,0.037132,0.082387,0.115796,0.081378
4153,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,2,0.732980,0.798059,0.694483,0.082120,0.107297,0.023332,0.271464,0.038079,0.077809,0.120992,0.083410
4154,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,3,0.733282,0.796317,0.695635,0.082210,0.106040,0.025134,0.274844,0.041826,0.081274,0.122286,0.084896
4155,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,4,0.730044,0.795535,0.694243,0.083160,0.109252,0.019544,0.272271,0.038000,0.078084,0.119236,0.082128
4156,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,5,0.738228,0.801438,0.684205,0.080035,0.102449,0.024927,0.273291,0.037989,0.079497,0.120016,0.082252
4157,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,6,0.743550,0.810072,0.691993,0.077745,0.103946,0.025366,0.274606,0.037714,0.082592,0.116659,0.081687
4158,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,7,0.727500,0.794274,0.684367,0.075590,0.102452,0.022537,0.272233,0.042771,0.080929,0.115869,0.079593
4159,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,8,0.749588,0.815101,0.685117,0.079155,0.106880,0.020580,0.272302,0.036979,0.081459,0.118041,0.080101
4160,minus_latency_penalty,ignores switching and servo latency,eye_in_hand_peg_insert,compound_visual_geometry_shift,combined_stress,9,0.725592,0.789338,0.684631,0.082635,0.101912,0.020832,0.268911,0.041757,0.078442,0.117097,0.081685
4161,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,0,0.845018,0.971437,0.722588,0.046586,0.051508,0.016417,0.261559,0.024165,0.061955,0.068051,0.047565
4162,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,1,0.850882,0.975609,0.722720,0.049531,0.055940,0.013983,0.258470,0.024281,0.064812,0.071052,0.048563
4163,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,2,0.841428,0.969326,0.727208,0.044541,0.052474,0.018548,0.261483,0.024388,0.065085,0.071297,0.048071
4164,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,3,0.851040,0.980708,0.729536,0.045216,0.052952,0.015626,0.256043,0.028712,0.064387,0.069616,0.047584
4165,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,4,0.841644,0.970231,0.730946,0.050041,0.049723,0.016390,0.255737,0.023339,0.061837,0.069158,0.048666
4166,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,5,0.854584,0.984106,0.727226,0.048166,0.049868,0.013450,0.256480,0.024824,0.064690,0.067884,0.046360
4167,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,6,0.854834,0.983658,0.733628,0.046431,0.054730,0.017195,0.259245,0.026861,0.061497,0.069011,0.049135
4168,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,7,0.868152,1.000702,0.733088,0.043626,0.052927,0.014913,0.258302,0.026923,0.062017,0.067464,0.046080
4169,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,8,0.839662,0.963386,0.725582,0.050456,0.050291,0.017702,0.259706,0.026976,0.065590,0.070525,0.050405
4170,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,clean_deployment,9,0.855090,0.981469,0.726320,0.047421,0.049020,0.016981,0.259525,0.029644,0.065065,0.069255,0.048731
4171,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,0,0.828921,0.951283,0.728772,0.049576,0.055464,0.019183,0.264321,0.026332,0.067430,0.074978,0.051864
4172,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,1,0.845671,0.962864,0.726060,0.054771,0.059453,0.017157,0.260639,0.030993,0.066710,0.078735,0.054899
4173,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,2,0.834231,0.952894,0.728160,0.058151,0.057702,0.013877,0.259347,0.027900,0.065698,0.075961,0.053677
4174,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,3,0.840685,0.958081,0.726270,0.057966,0.054487,0.016890,0.263589,0.025072,0.064448,0.077055,0.054120
4175,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,4,0.827991,0.950390,0.726576,0.052356,0.054038,0.015006,0.260722,0.028069,0.067988,0.074053,0.050775
4176,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,5,0.850729,0.969915,0.719580,0.049846,0.060302,0.014959,0.263158,0.030568,0.065913,0.075806,0.051371
4177,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,6,0.844185,0.961382,0.723858,0.055941,0.057530,0.015304,0.263155,0.028382,0.066828,0.079181,0.053493
4178,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,7,0.848159,0.969490,0.718668,0.049456,0.055155,0.014409,0.260202,0.031723,0.063813,0.073666,0.049940
4179,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,8,0.850551,0.970986,0.717030,0.049921,0.053905,0.016349,0.263770,0.025190,0.066998,0.073829,0.049838
4180,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_object,9,0.849913,0.976002,0.726498,0.048831,0.054820,0.014516,0.260180,0.024946,0.064418,0.073094,0.048409
4181,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,0,0.826103,0.942398,0.715228,0.054064,0.059387,0.013537,0.260919,0.028448,0.069938,0.078244,0.051988
4182,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,1,0.832189,0.945670,0.719146,0.054909,0.064367,0.015607,0.264999,0.029363,0.070166,0.081454,0.054854
4183,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,2,0.847221,0.961508,0.718288,0.056744,0.058576,0.016819,0.259203,0.028944,0.066746,0.080115,0.055089
4184,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,3,0.825035,0.936885,0.717748,0.059874,0.060163,0.015281,0.262271,0.027328,0.067873,0.083507,0.055758
4185,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,4,0.827565,0.937988,0.723178,0.061134,0.064971,0.014730,0.264255,0.030595,0.069533,0.083859,0.057689
4186,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,5,0.823821,0.935198,0.719848,0.060009,0.059756,0.014396,0.262768,0.033101,0.070801,0.082173,0.056259
4187,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,6,0.838677,0.955875,0.723028,0.054264,0.058726,0.015331,0.266025,0.028228,0.068003,0.080455,0.052940
4188,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,7,0.835451,0.942865,0.712930,0.063049,0.059120,0.016914,0.261775,0.027721,0.066131,0.083146,0.058070
4189,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,8,0.833479,0.941607,0.713758,0.058754,0.063661,0.019343,0.260389,0.029369,0.067686,0.086095,0.058713
4190,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,heldout_camera,9,0.826787,0.940118,0.718096,0.056374,0.063746,0.014322,0.265089,0.027576,0.069526,0.081878,0.054354
4191,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,0,0.810295,0.906043,0.713038,0.070859,0.065336,0.020457,0.267006,0.031973,0.070713,0.095844,0.066006
4192,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,1,0.797881,0.898190,0.710740,0.065059,0.068459,0.015043,0.266760,0.034914,0.074618,0.093190,0.061299
4193,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,2,0.807547,0.904417,0.708514,0.065279,0.068452,0.018941,0.267297,0.036517,0.074660,0.094388,0.063952
4194,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,3,0.797841,0.890155,0.705196,0.068749,0.071748,0.021158,0.264083,0.034658,0.072550,0.096127,0.067294
4195,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,4,0.812211,0.913388,0.710434,0.063629,0.065017,0.018480,0.265341,0.033915,0.071055,0.090504,0.061669
4196,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,5,0.806351,0.908395,0.713920,0.064684,0.068293,0.014545,0.268780,0.033321,0.073075,0.088822,0.060507
4197,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,6,0.814903,0.911888,0.705832,0.065659,0.066522,0.018547,0.269066,0.032576,0.075140,0.092844,0.062772
4198,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,7,0.816555,0.910398,0.706690,0.068359,0.071585,0.020849,0.263450,0.033111,0.072075,0.096183,0.066613
4199,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,8,0.803965,0.903030,0.706180,0.063089,0.068909,0.017688,0.263017,0.036471,0.075025,0.094014,0.062266
4200,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,occlusion_shift,combined_stress,9,0.807729,0.901869,0.711904,0.070599,0.067658,0.019848,0.265166,0.037299,0.073573,0.096745,0.066997
4201,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,0,0.841404,0.972990,0.729283,0.043599,0.054264,0.014038,0.256757,0.027339,0.061684,0.067697,0.045928
4202,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,1,0.837134,0.967889,0.725077,0.041784,0.051987,0.015615,0.258493,0.028266,0.061551,0.066958,0.045638
4203,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,2,0.844372,0.970744,0.730345,0.049319,0.054733,0.014252,0.260219,0.028335,0.064481,0.073053,0.049081
4204,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,3,0.855942,0.982437,0.731437,0.047809,0.058824,0.015940,0.257512,0.027814,0.064626,0.071686,0.050141
4205,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,4,0.841620,0.969015,0.729973,0.045999,0.058479,0.015297,0.258000,0.029581,0.062159,0.070504,0.049141
4206,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,5,0.845604,0.971938,0.726871,0.049164,0.054287,0.015951,0.256971,0.024356,0.061434,0.070908,0.049178
4207,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,6,0.847482,0.975871,0.722827,0.041699,0.058748,0.013794,0.258730,0.030406,0.064149,0.068069,0.046414
4208,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,7,0.855604,0.986279,0.727333,0.042789,0.053901,0.015323,0.259806,0.025358,0.064111,0.066662,0.045849
4209,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,8,0.842902,0.974800,0.723841,0.041729,0.057421,0.012606,0.256739,0.023820,0.060524,0.068698,0.044261
4210,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,clean_deployment,9,0.826004,0.954554,0.730375,0.046119,0.058952,0.015192,0.258730,0.024417,0.060624,0.069803,0.048313
4211,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,0,0.829403,0.954040,0.727745,0.049989,0.057601,0.011778,0.260441,0.031411,0.065412,0.075550,0.049152
4212,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,1,0.843073,0.965942,0.719813,0.048374,0.062624,0.009991,0.262994,0.027991,0.067074,0.071258,0.047830
4213,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,2,0.853553,0.972132,0.717395,0.050244,0.061547,0.015087,0.258815,0.030233,0.067627,0.078484,0.051849
4214,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,3,0.844411,0.968641,0.727331,0.051964,0.058552,0.011092,0.261572,0.026484,0.062932,0.075253,0.049025
4215,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,4,0.843085,0.963133,0.722831,0.052819,0.059113,0.011090,0.263932,0.031175,0.067369,0.074448,0.050401
4216,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,5,0.847899,0.972436,0.725303,0.048339,0.061474,0.010620,0.264949,0.027791,0.064994,0.072803,0.047889
4217,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,6,0.830991,0.946633,0.717071,0.056009,0.062918,0.010276,0.263482,0.030228,0.063394,0.078882,0.052127
4218,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,7,0.832281,0.949423,0.726467,0.056269,0.059220,0.015387,0.265007,0.027842,0.065857,0.079804,0.053974
4219,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,8,0.843813,0.965876,0.726875,0.051069,0.058054,0.014301,0.259956,0.031917,0.065674,0.074643,0.051324
4220,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_object,9,0.852157,0.970148,0.718733,0.052879,0.058211,0.015528,0.258201,0.030742,0.064254,0.079752,0.052728
4221,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,0,0.832403,0.944857,0.720867,0.057042,0.066749,0.013292,0.265894,0.031957,0.066330,0.080883,0.055526
4222,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,1,0.816775,0.930127,0.719529,0.060892,0.060087,0.011529,0.261423,0.029537,0.067235,0.081842,0.054451
4223,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,2,0.820941,0.929635,0.720711,0.059457,0.066805,0.015991,0.265165,0.034296,0.067745,0.084829,0.058684
4224,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,3,0.822117,0.937408,0.721803,0.054037,0.064551,0.015518,0.265345,0.029138,0.065485,0.082373,0.054385
4225,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,4,0.840223,0.950709,0.713589,0.058902,0.061680,0.013576,0.265431,0.029008,0.069472,0.080755,0.054939
4226,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,5,0.831679,0.944634,0.714249,0.056257,0.064811,0.010548,0.262852,0.032937,0.069207,0.081097,0.053309
4227,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,6,0.823379,0.938270,0.715407,0.053847,0.065300,0.010867,0.261008,0.034181,0.069340,0.078615,0.052668
4228,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,7,0.809651,0.918258,0.716265,0.059562,0.064381,0.015545,0.262040,0.035068,0.065207,0.086555,0.058082
4229,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,8,0.813937,0.926182,0.719691,0.060972,0.062542,0.012496,0.261578,0.028716,0.068565,0.084395,0.055442
4230,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,heldout_camera,9,0.822757,0.941010,0.719157,0.051937,0.059823,0.014309,0.261528,0.030391,0.067277,0.080039,0.051861
4231,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,0,0.816440,0.913732,0.712221,0.066422,0.072957,0.017103,0.269309,0.034102,0.072382,0.096198,0.063991
4232,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,1,0.799462,0.897314,0.710601,0.068787,0.068735,0.014239,0.269225,0.032818,0.074634,0.095070,0.062305
4233,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,2,0.816476,0.914827,0.713943,0.066802,0.069751,0.015664,0.269879,0.037602,0.071329,0.096744,0.063264
4234,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,3,0.813074,0.905790,0.706239,0.069837,0.075062,0.016748,0.268324,0.033667,0.070917,0.095958,0.065809
4235,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,4,0.811882,0.915279,0.708699,0.061152,0.073984,0.011691,0.264942,0.033531,0.074627,0.091230,0.058446
4236,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,5,0.804000,0.906995,0.713481,0.066377,0.067595,0.011423,0.266417,0.032915,0.073659,0.091220,0.059282
4237,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,6,0.822430,0.915705,0.702813,0.069712,0.075286,0.014488,0.266166,0.033517,0.070049,0.094391,0.064461
4238,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,7,0.810084,0.906315,0.702573,0.067462,0.071656,0.011408,0.265849,0.038454,0.072122,0.091833,0.061685
4239,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,8,0.810338,0.910398,0.712065,0.065112,0.070615,0.015043,0.266391,0.036630,0.069914,0.093842,0.062107
4240,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,jacobian_mismatch,combined_stress,9,0.806056,0.907289,0.714477,0.066527,0.068969,0.012333,0.270035,0.035011,0.072092,0.094032,0.060561
4241,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,0,0.841009,0.962636,0.722699,0.049509,0.060066,0.014998,0.262760,0.026890,0.063839,0.075174,0.050518
4242,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,1,0.840343,0.959478,0.721355,0.051384,0.056850,0.018054,0.258818,0.029947,0.064069,0.077733,0.053033
4243,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,2,0.838303,0.962031,0.725597,0.049119,0.060972,0.011641,0.263816,0.028006,0.066929,0.071738,0.048784
4244,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,3,0.830321,0.950475,0.718859,0.048309,0.057481,0.017459,0.260365,0.031131,0.063186,0.075740,0.051564
4245,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,4,0.821569,0.938612,0.722195,0.053749,0.060891,0.017785,0.260425,0.026707,0.065606,0.079956,0.054318
4246,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,5,0.839559,0.955696,0.720551,0.055004,0.056331,0.016405,0.262280,0.030555,0.067571,0.078637,0.053810
4247,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,6,0.842573,0.964852,0.721859,0.050294,0.061252,0.011679,0.261299,0.027429,0.064476,0.074341,0.049328
4248,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,7,0.840457,0.959305,0.724517,0.056424,0.055633,0.011973,0.262523,0.030906,0.066801,0.073980,0.051831
4249,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,8,0.834673,0.948205,0.715241,0.057969,0.056776,0.016528,0.259566,0.026338,0.067099,0.078709,0.054643
4250,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,clean_deployment,9,0.848819,0.969479,0.721937,0.050934,0.060833,0.012340,0.262962,0.029341,0.067044,0.073984,0.050270
4251,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,0,0.847768,0.960560,0.716529,0.057519,0.058913,0.015098,0.263578,0.030259,0.065662,0.080745,0.054773
4252,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,1,0.821402,0.933463,0.712191,0.055684,0.061107,0.015090,0.265291,0.028634,0.066502,0.079566,0.054078
4253,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,2,0.832246,0.940544,0.717507,0.061724,0.062077,0.018271,0.259648,0.029134,0.069564,0.087039,0.059126
4254,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,3,0.821330,0.929768,0.718467,0.059584,0.061320,0.018996,0.265540,0.031462,0.067369,0.084101,0.058771
4255,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,4,0.828130,0.939094,0.718491,0.061569,0.061427,0.015023,0.260783,0.027697,0.065782,0.082471,0.056766
4256,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,5,0.840694,0.945543,0.709395,0.061704,0.065812,0.016607,0.260653,0.031483,0.065582,0.085217,0.059396
4257,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,6,0.823710,0.934071,0.711429,0.055944,0.061533,0.019026,0.260138,0.028645,0.068337,0.081401,0.056582
4258,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,7,0.825818,0.933521,0.709941,0.058154,0.062349,0.016628,0.265898,0.030043,0.069142,0.084083,0.056683
4259,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,8,0.841120,0.952794,0.712443,0.054774,0.062769,0.015979,0.260738,0.033181,0.067127,0.083505,0.055341
4260,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_object,9,0.818554,0.932307,0.718923,0.056804,0.062390,0.015541,0.262405,0.027719,0.066034,0.082620,0.054995
4261,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,0,0.814422,0.916655,0.715939,0.065018,0.068598,0.019032,0.262217,0.030039,0.071940,0.090749,0.062746
4262,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,1,0.809086,0.914439,0.705457,0.059473,0.064315,0.014866,0.264693,0.032130,0.068405,0.083988,0.057102
4263,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,2,0.821500,0.927099,0.715261,0.060168,0.064894,0.019364,0.265583,0.030893,0.071590,0.086757,0.059949
4264,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,3,0.826822,0.930115,0.706333,0.060703,0.068402,0.015123,0.262222,0.033973,0.072092,0.089626,0.059072
4265,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,4,0.829758,0.933717,0.708223,0.061123,0.062306,0.015728,0.265327,0.035902,0.071667,0.086823,0.058631
4266,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,5,0.814464,0.919269,0.714031,0.063283,0.063752,0.016947,0.261740,0.033151,0.069487,0.086835,0.060197
4267,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,6,0.801534,0.905665,0.708895,0.060633,0.065079,0.018584,0.261845,0.031437,0.070430,0.087868,0.059858
4268,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,7,0.800246,0.898961,0.715273,0.067468,0.067747,0.018414,0.265807,0.035351,0.072697,0.094700,0.064332
4269,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,8,0.827856,0.924542,0.711325,0.066553,0.070228,0.019369,0.266862,0.035635,0.070912,0.095326,0.065044
4270,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,heldout_camera,9,0.811044,0.911783,0.713443,0.066653,0.068484,0.015922,0.262198,0.035168,0.069557,0.092072,0.062625
4271,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,combined_stress,0,0.793903,0.878859,0.701833,0.076417,0.070606,0.020122,0.265405,0.038350,0.076667,0.101629,0.070788
4272,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,combined_stress,1,0.798715,0.887611,0.696973,0.072372,0.072285,0.015453,0.266454,0.035519,0.073802,0.098211,0.065997
4273,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,combined_stress,2,0.783497,0.874557,0.697123,0.068472,0.071637,0.016727,0.267221,0.035648,0.075599,0.097007,0.064745
4274,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,combined_stress,3,0.788869,0.874720,0.703933,0.074007,0.073955,0.020272,0.271937,0.035244,0.077089,0.103999,0.069895
4275,minus_latency_penalty,ignores switching and servo latency,visual_grasp_centering,fov_escape_risk,combined_stress,4,0.793479,0.886359,0.700957,0.070392,0.071266,0.013887,0.266272,0.035417,0.073747,0.097192,0.063896
